Marketing_ID,Drug_ID,Channel,Budget,ROI
M-7350,D-1550,Radio,66980.85,3.1
M-7351,D-5336,Print Media,96734.39,3.18
M-7352,D-4781,TV,79049.92,7.84
M-7353,D-9599,Billboards,27918.96,4.54
M-7354,D-7063,Radio,20639.77,7.02
M-7355,D-9520,Billboards,10951.65,4.05
M-7356,D-16,Billboards,38935.37,2.58
M-7357,D-9952,TV,29641.84,5.52
M-7358,D-3884,Billboards,79999.36,2.86
M-7359,D-932,Billboards,79961.65,2.62
M-7360,D-205,Billboards,13057.47,8.91
M-7361,D-3050,Online Ads,73583.16,3.07
M-7362,D-2930,Billboards,30252.16,9.95
M-7363,D-10000,Billboards,84114.62,4.86
M-7364,D-772,Billboards,52170.38,7.75
M-7365,D-9544,Billboards,13068.04,7.97
M-7366,D-9242,Online Ads,44406.39,9.64
M-7367,D-7996,TV,52676.08,5.98
M-7368,D-9757,Billboards,90524.01,7.86
M-7369,D-4325,Radio,78884.96,4.11
M-7370,D-9444,Online Ads,10914.21,6.43
M-7371,D-648,Online Ads,89693.5,7.88
M-7372,D-636,Print Media,82354.69,8.8
M-7373,D-346,Print Media,75523.89,4.7
M-7374,D-8097,TV,66745.18,2.71
M-7375,D-4536,Radio,29311.31,1.27
M-7376,D-9902,Billboards,69386.15,4.27
M-7377,D-3298,TV,21920.46,3.03
M-7378,D-140,Print Media,45907.4,2.15
M-7379,D-9326,Billboards,1160.02,2.39
M-7380,D-3902,Billboards,87909.87,6.25
M-7381,D-5060,Print Media,21813.22,1.52
M-7382,D-4825,Billboards,99333.0,3.59
M-7383,D-4008,TV,99755.42,3.48
M-7384,D-4000,Print Media,85103.76,7.76
M-7385,D-7120,Radio,16473.62,6.64
M-7386,D-3180,Print Media,84085.6,2.09
M-7387,D-2685,Print Media,73917.28,5.28
M-7388,D-3930,TV,33569.51,3.52
M-7389,D-4791,TV,23352.28,8.74
M-7390,D-5353,Online Ads,96764.47,1.14
M-7391,D-8412,Radio,30998.26,3.44
M-7392,D-1716,Radio,2836.95,9.01
M-7393,D-1962,TV,64161.39,2.43
M-7394,D-7778,Radio,58206.16,7.49
M-7395,D-523,TV,75933.69,2.67
M-7396,D-9054,Billboards,98350.28,3.99
M-7397,D-1451,Billboards,69070.08,9.91
M-7398,D-3479,TV,25756.28,8.52
M-7399,D-2560,TV,64196.32,4.52
M-7400,D-8480,Radio,88301.62,3.23
M-7401,D-1748,Radio,99647.56,5.07
M-7402,D-5497,Print Media,70262.65,1.21
M-7403,D-7341,Radio,10432.95,8.26
M-7404,D-1804,Print Media,94979.01,5.99
M-7405,D-8858,Online Ads,41638.59,1.11
M-7406,D-6194,Print Media,25079.01,9.03
M-7407,D-1831,Print Media,97201.12,3.66
M-7408,D-918,Radio,59263.02,1.6
M-7409,D-9574,Print Media,16963.83,4.35
M-7410,D-6617,Online Ads,10457.98,4.59
M-7411,D-3188,Radio,83778.42,6.99
M-7412,D-4696,Radio,10816.24,7.22
M-7413,D-2848,Online Ads,82966.33,4.87
M-7414,D-8644,Radio,66340.89,1.6
M-7415,D-6007,Print Media,71255.33,7.29
M-7416,D-1502,Online Ads,3702.71,9.55
M-7417,D-6906,Billboards,3208.88,5.98
M-7418,D-1418,Radio,75285.74,1.88
M-7419,D-3071,Print Media,80110.35,7.87
M-7420,D-6335,Print Media,7484.12,1.79
M-7421,D-9839,Billboards,53879.46,7.09
M-7422,D-9525,Print Media,35178.87,7.88
M-7423,D-9153,Print Media,22824.52,5.99
M-7424,D-9543,Billboards,14419.11,2.16
M-7425,D-7796,Radio,4217.23,2.79
M-7426,D-3922,Online Ads,58390.99,4.78
M-7427,D-2979,Billboards,97338.45,3.64
M-7428,D-7664,TV,12776.37,4.04
M-7429,D-7484,Online Ads,13552.24,5.79
M-7430,D-7033,Online Ads,97446.95,5.17
M-7431,D-9380,Radio,65266.65,1.62
M-7432,D-6593,TV,75042.1,4.39
M-7433,D-3596,Radio,94016.66,6.35
M-7434,D-3203,Radio,3192.5,4.34
M-7435,D-7280,Online Ads,35745.34,5.78
M-7436,D-5585,Online Ads,54488.82,8.05
M-7437,D-3158,Billboards,91268.36,5.17
M-7438,D-4717,Billboards,57436.57,2.32
M-7439,D-660,Online Ads,1369.09,5.08
M-7440,D-6233,Billboards,39233.56,8.59
M-7441,D-6364,Billboards,79097.84,1.67
M-7442,D-9024,Online Ads,31202.62,4.32
M-7443,D-1986,Radio,50320.39,5.42
M-7444,D-6286,Online Ads,37242.48,7.92
M-7445,D-4172,Online Ads,38804.92,6.17
M-7446,D-9216,TV,4831.05,5.07
M-7447,D-4629,Billboards,21317.47,5.63
M-7448,D-8639,Print Media,32894.04,2.54
M-7449,D-1935,Billboards,22999.49,3.25
M-7450,D-8140,TV,25564.7,2.17
M-7451,D-3896,Billboards,46569.98,5.74
M-7452,D-1052,TV,16108.07,2.39
M-7453,D-6023,Print Media,30951.39,9.43
M-7454,D-8881,TV,38307.69,3.91
M-7455,D-5212,Radio,75944.44,9.68
M-7456,D-2100,Radio,68842.65,5.54
M-7457,D-5485,Billboards,45918.09,9.08
M-7458,D-2690,Radio,83511.28,7.77
M-7459,D-576,TV,93494.36,8.06
M-7460,D-9117,Print Media,52135.4,3.11
M-7461,D-7866,Billboards,66510.85,5.84
M-7462,D-5953,TV,36463.36,6.75
M-7463,D-9951,TV,49589.37,9.83
M-7464,D-3101,TV,56309.06,8.46
M-7465,D-9568,Online Ads,91278.8,4.94
M-7466,D-1542,Online Ads,27467.04,2.47
M-7467,D-815,Print Media,18639.92,3.2
M-7468,D-2376,Radio,37999.74,6.69
M-7469,D-1050,TV,85381.5,4.9
M-7470,D-2227,Radio,70046.13,3.47
M-7471,D-1623,Radio,57856.14,8.85
M-7472,D-3170,Print Media,74363.91,7.69
M-7473,D-7751,Billboards,41801.39,7.0
M-7474,D-5995,Billboards,82682.08,8.92
M-7475,D-306,Print Media,12776.56,6.25
M-7476,D-4824,Print Media,77227.02,2.96
M-7477,D-8182,TV,78030.21,4.45
M-7478,D-8108,Online Ads,5923.68,3.12
M-7479,D-2646,Print Media,68356.37,1.96
M-7480,D-1152,Print Media,58414.64,4.27
M-7481,D-280,Print Media,52596.14,7.36
M-7482,D-9516,TV,80387.23,1.66
M-7483,D-6081,Print Media,98998.81,6.73
M-7484,D-9908,Billboards,1113.08,6.33
M-7485,D-6926,Radio,30480.47,4.08
M-7486,D-5836,Radio,46283.05,1.17
M-7487,D-6932,Print Media,25511.16,5.88
M-7488,D-7853,Print Media,61098.07,6.5
M-7489,D-599,Print Media,8434.54,2.52
M-7490,D-2636,Print Media,19352.5,5.43
M-7491,D-3297,Print Media,56339.52,6.02
M-7492,D-9983,Online Ads,13030.76,1.54
M-7493,D-5834,Print Media,20106.1,2.8
M-7494,D-7207,Online Ads,64860.71,2.01
M-7495,D-5677,Radio,64500.98,3.15
M-7496,D-5014,Print Media,50217.46,4.76
M-7497,D-6505,Radio,62184.07,9.13
M-7498,D-2222,Online Ads,77255.02,10.0
M-7499,D-1780,Radio,23090.79,1.42
M-7500,D-6586,TV,66774.07,5.13
M-7501,D-2993,TV,89428.96,2.71
M-7502,D-4720,Radio,70308.41,3.06
M-7503,D-4391,Online Ads,69686.53,7.92
M-7504,D-8749,TV,2702.81,4.02
M-7505,D-3842,Billboards,65430.12,1.13
M-7506,D-5336,Billboards,25553.08,5.83
M-7507,D-9603,TV,96093.55,3.56
M-7508,D-395,TV,8761.14,6.55
M-7509,D-4880,Print Media,96206.78,9.61
M-7510,D-762,Print Media,56631.62,3.89
M-7511,D-4521,Online Ads,2594.21,1.2
M-7512,D-5099,Radio,97237.36,7.52
M-7513,D-5035,Print Media,54980.38,5.53
M-7514,D-8774,Radio,66621.11,3.51
M-7515,D-859,Radio,32062.17,4.39
M-7516,D-2329,Print Media,90783.57,7.0
M-7517,D-3454,Billboards,51034.66,3.13
M-7518,D-3604,Radio,38717.95,1.97
M-7519,D-9853,TV,94951.9,5.26
M-7520,D-6217,Billboards,28627.11,1.89
M-7521,D-9863,Radio,46342.92,7.51
M-7522,D-4483,Online Ads,64301.41,6.33
M-7523,D-1505,Radio,23353.17,2.13
M-7524,D-3264,Online Ads,59101.04,5.87
M-7525,D-845,Radio,67975.12,1.35
M-7526,D-130,Radio,25400.31,8.64
M-7527,D-5515,TV,67708.22,1.45
M-7528,D-7195,Radio,39921.37,5.85
M-7529,D-8322,TV,36454.19,5.96
M-7530,D-8137,Online Ads,43452.26,5.81
M-7531,D-7682,Billboards,69074.34,3.2
M-7532,D-7389,Print Media,85021.31,9.21
M-7533,D-6600,Billboards,23072.31,4.82
M-7534,D-1330,TV,72753.36,4.48
M-7535,D-4903,Billboards,54528.55,9.09
M-7536,D-9583,Online Ads,99961.47,6.94
M-7537,D-9677,Online Ads,93827.47,5.36
M-7538,D-7415,Online Ads,22027.97,1.95
M-7539,D-1074,TV,42386.94,7.77
M-7540,D-6205,Print Media,41190.62,6.62
M-7541,D-5235,TV,39726.23,3.01
M-7542,D-1211,TV,7247.06,4.19
M-7543,D-6799,Billboards,29658.78,9.1
M-7544,D-3196,Radio,19939.62,1.99
M-7545,D-1056,Billboards,70440.11,6.74
M-7546,D-1154,Online Ads,15557.97,3.74
M-7547,D-5121,Print Media,84513.65,7.74
M-7548,D-5230,Billboards,5602.45,8.88
M-7549,D-5883,Radio,9827.2,6.37
M-7550,D-3870,Print Media,71729.15,3.1
M-7551,D-843,TV,94426.96,6.35
M-7552,D-9370,Print Media,2789.19,7.43
M-7553,D-4968,TV,95705.16,6.08
M-7554,D-6282,Online Ads,92664.48,5.75
M-7555,D-9212,TV,9524.49,8.85
M-7556,D-1016,Radio,15575.58,9.3
M-7557,D-959,Radio,73856.79,4.42
M-7558,D-4715,Online Ads,89022.82,1.26
M-7559,D-516,Online Ads,93841.24,1.59
M-7560,D-831,TV,34160.55,7.75
M-7561,D-4387,Print Media,38001.43,2.56
M-7562,D-2225,Billboards,47296.27,2.27
M-7563,D-4145,TV,51088.05,8.06
M-7564,D-8993,Billboards,68642.58,4.75
M-7565,D-1732,Online Ads,63087.62,3.19
M-7566,D-2513,Print Media,93593.62,3.42
M-7567,D-895,Billboards,87411.74,7.09
M-7568,D-332,Radio,11886.18,2.8
M-7569,D-7786,Billboards,48569.41,8.75
M-7570,D-8624,Billboards,16266.6,8.21
M-7571,D-6628,Radio,6848.9,9.61
M-7572,D-5777,Online Ads,79873.92,8.78
M-7573,D-5227,TV,60667.7,7.3
M-7574,D-575,Radio,39475.41,3.49
M-7575,D-3344,Online Ads,37587.69,4.22
M-7576,D-4866,Radio,62983.4,2.54
M-7577,D-4882,Radio,52516.19,4.74
M-7578,D-5331,Radio,45946.44,2.97
M-7579,D-3206,Radio,93327.44,5.88
M-7580,D-6577,Online Ads,75359.95,4.12
M-7581,D-6000,Radio,77123.17,6.4
M-7582,D-5763,Radio,36106.02,5.01
M-7583,D-1342,TV,14125.97,3.34
M-7584,D-6760,Radio,8236.29,6.62
M-7585,D-6686,Online Ads,37769.91,9.02
M-7586,D-5188,TV,88936.81,2.68
M-7587,D-5502,Radio,16029.46,6.95
M-7588,D-6548,TV,94556.56,5.81
M-7589,D-2402,Radio,90760.35,3.55
M-7590,D-5484,Billboards,38214.01,1.27
M-7591,D-1596,Online Ads,60914.96,1.24
M-7592,D-5756,Online Ads,52712.7,5.55
M-7593,D-5753,Radio,15393.85,4.61
M-7594,D-7297,Online Ads,54919.65,4.44
M-7595,D-7332,TV,93379.66,1.75
M-7596,D-7345,Radio,54673.93,3.59
M-7597,D-6821,TV,79357.92,7.26
M-7598,D-2575,TV,5631.7,3.07
M-7599,D-6453,Radio,41168.93,9.21
M-7600,D-8352,Print Media,90355.83,6.23
M-7601,D-5667,Online Ads,87505.7,9.46
M-7602,D-4297,Print Media,21765.22,6.08
M-7603,D-299,TV,48128.07,5.69
M-7604,D-5454,Online Ads,62842.65,8.36
M-7605,D-8234,Online Ads,60670.47,7.07
M-7606,D-4241,Online Ads,84851.45,2.44
M-7607,D-9065,Billboards,42960.02,8.78
M-7608,D-9683,Online Ads,50739.16,5.45
M-7609,D-9152,Online Ads,22292.3,3.07
M-7610,D-1041,Billboards,84459.5,9.92
M-7611,D-4371,Radio,88004.5,1.78
M-7612,D-2734,Radio,51509.04,9.99
M-7613,D-764,Radio,84518.3,7.38
M-7614,D-4824,Print Media,20531.47,5.57
M-7615,D-6967,Print Media,37911.15,1.76
M-7616,D-5191,Billboards,61118.47,6.49
M-7617,D-2034,Billboards,98896.13,2.47
M-7618,D-1853,TV,32343.02,5.24
M-7619,D-9104,Radio,29327.47,7.68
M-7620,D-610,Print Media,63196.96,2.04
M-7621,D-7967,Online Ads,32311.14,8.63
M-7622,D-7592,Online Ads,70975.11,5.28
M-7623,D-2163,Billboards,32184.28,7.46
M-7624,D-5701,TV,88749.15,3.52
M-7625,D-899,TV,24317.17,9.56
M-7626,D-4976,Billboards,78526.92,2.83
M-7627,D-5590,Radio,18336.97,3.26
M-7628,D-9489,Radio,8631.19,4.87
M-7629,D-8886,Online Ads,89576.68,5.86
M-7630,D-7882,Radio,25258.47,9.72
M-7631,D-4048,TV,8465.79,7.35
M-7632,D-5856,Print Media,28311.44,5.13
M-7633,D-1110,Billboards,30539.51,3.22
M-7634,D-1477,Online Ads,53986.91,8.36
M-7635,D-4342,TV,53825.47,5.52
M-7636,D-6465,Billboards,11888.23,5.13
M-7637,D-194,Radio,29797.96,6.03
M-7638,D-268,Billboards,83131.39,7.17
M-7639,D-956,Billboards,79455.33,7.72
M-7640,D-3165,TV,67322.85,9.89
M-7641,D-6346,Print Media,81314.81,1.72
M-7642,D-2952,Radio,87982.39,7.07
M-7643,D-8100,Print Media,43942.12,5.63
M-7644,D-1978,Online Ads,84307.21,9.29
M-7645,D-3226,Billboards,99785.23,9.11
M-7646,D-342,Print Media,60085.24,5.01
M-7647,D-8527,Online Ads,72065.93,3.19
M-7648,D-3624,Online Ads,3925.78,8.04
M-7649,D-7739,Print Media,18391.39,9.81
M-7650,D-4545,Print Media,30888.46,3.55
M-7651,D-1206,Online Ads,95510.4,5.78
M-7652,D-4246,Print Media,96768.59,8.24
M-7653,D-956,Billboards,76077.82,9.8
M-7654,D-6569,TV,84024.85,1.28
M-7655,D-2919,Billboards,42793.57,5.54
M-7656,D-1031,Billboards,40269.05,3.39
M-7657,D-1379,TV,37088.9,4.81
M-7658,D-2771,TV,76875.35,7.8
M-7659,D-7084,Online Ads,52178.26,6.9
M-7660,D-6097,Radio,53038.07,1.23
M-7661,D-911,TV,63191.8,7.16
M-7662,D-9984,Online Ads,33061.94,5.49
M-7663,D-374,Radio,3713.16,4.32
M-7664,D-5516,Radio,79364.14,3.8
M-7665,D-7623,Radio,73178.3,8.44
M-7666,D-4802,Online Ads,10319.87,5.34
M-7667,D-6173,Radio,56264.15,4.28
M-7668,D-184,Online Ads,6903.96,1.52
M-7669,D-7413,Billboards,18476.66,2.38
M-7670,D-336,TV,11303.87,2.36
M-7671,D-9757,Radio,5020.0,3.38
M-7672,D-1429,Online Ads,34313.23,4.14
M-7673,D-8040,Billboards,72969.19,5.69
M-7674,D-2630,TV,57190.84,3.45
M-7675,D-7334,Billboards,54067.87,8.16
M-7676,D-8005,TV,8108.99,4.71
M-7677,D-1762,Billboards,46017.95,8.18
M-7678,D-8179,Radio,7195.12,7.57
M-7679,D-2557,Print Media,32185.18,8.59
M-7680,D-5013,TV,83081.62,7.27
M-7681,D-3054,TV,23982.49,2.73
M-7682,D-9065,Print Media,90475.01,2.2
M-7683,D-1384,Print Media,89168.43,3.73
M-7684,D-9481,Online Ads,30104.77,3.56
M-7685,D-2551,TV,87468.39,6.62
M-7686,D-5611,Print Media,47790.44,9.03
M-7687,D-7227,Billboards,45672.17,5.03
M-7688,D-9780,Online Ads,52837.91,1.99
M-7689,D-4191,Billboards,20327.0,7.81
M-7690,D-227,Radio,70992.9,9.8
M-7691,D-6206,Online Ads,29247.39,9.32
M-7692,D-249,TV,98926.9,3.14
M-7693,D-9048,Radio,61430.54,8.83
M-7694,D-9436,Billboards,77861.77,3.53
M-7695,D-1557,Radio,9762.21,4.77
M-7696,D-3344,TV,50937.52,8.43
M-7697,D-1998,Print Media,23896.34,3.67
M-7698,D-8902,Billboards,43949.99,1.72
M-7699,D-4037,Billboards,65719.55,5.4
M-7700,D-7633,TV,10249.06,4.66
M-7701,D-3310,Billboards,21294.27,3.66
M-7702,D-4656,Billboards,15340.02,7.86
M-7703,D-1833,Print Media,42233.8,5.13
M-7704,D-3162,Online Ads,53744.89,2.21
M-7705,D-2983,TV,55260.06,8.98
M-7706,D-7302,TV,73345.38,8.92
M-7707,D-8612,Online Ads,4872.27,6.21
M-7708,D-6002,TV,35579.34,4.8
M-7709,D-2085,Radio,33540.77,6.21
M-7710,D-1740,Online Ads,66505.19,5.76
M-7711,D-7580,Online Ads,27288.74,8.01
M-7712,D-437,Radio,10558.44,6.07
M-7713,D-962,Print Media,91208.33,9.7
M-7714,D-9919,Print Media,76845.32,1.06
M-7715,D-6694,Billboards,51790.34,9.81
M-7716,D-3692,Print Media,53723.55,5.47
M-7717,D-8358,Online Ads,21176.73,4.9
M-7718,D-7665,Print Media,91288.92,6.17
M-7719,D-5120,Radio,99190.44,6.93
M-7720,D-5807,Online Ads,6068.32,5.08
M-7721,D-8131,Radio,1744.16,8.26
M-7722,D-1173,TV,97832.75,2.56
M-7723,D-886,Radio,35969.93,6.54
M-7724,D-7679,TV,20549.62,2.78
M-7725,D-4224,Online Ads,49372.8,5.69
M-7726,D-7526,Billboards,36533.72,1.69
M-7727,D-4939,Billboards,88546.18,6.46
M-7728,D-2093,Print Media,44177.78,6.53
M-7729,D-3694,Radio,60776.77,3.42
M-7730,D-7171,TV,6952.29,9.31
M-7731,D-7936,Radio,31776.17,5.97
M-7732,D-9347,Online Ads,9294.98,1.17
M-7733,D-6638,Billboards,47131.9,9.87
M-7734,D-7355,Print Media,8246.75,2.8
M-7735,D-6872,Billboards,80313.0,7.36
M-7736,D-7027,Online Ads,22056.06,9.4
M-7737,D-7821,Online Ads,97623.0,4.3
M-7738,D-2501,Billboards,4768.6,4.55
M-7739,D-7952,Online Ads,19213.57,9.59
M-7740,D-3665,Print Media,58383.98,7.17
M-7741,D-3007,TV,18502.12,2.49
M-7742,D-6382,Online Ads,64950.65,6.97
M-7743,D-6224,Print Media,25941.75,7.4
M-7744,D-3568,Billboards,73816.51,4.35
M-7745,D-2214,Radio,6947.3,1.71
M-7746,D-270,Online Ads,53150.34,4.49
M-7747,D-2774,TV,6893.48,7.34
M-7748,D-7335,Radio,18333.87,2.95
M-7749,D-8028,TV,33634.69,9.08
M-7750,D-3923,Online Ads,20886.33,4.8
M-7751,D-4672,TV,11380.5,8.9
M-7752,D-7289,TV,58997.39,3.44
M-7753,D-6030,Print Media,38178.61,6.28
M-7754,D-8819,Print Media,7958.66,1.98
M-7755,D-4362,Radio,91169.76,3.21
M-7756,D-1595,Radio,29174.99,1.51
M-7757,D-2745,Online Ads,21539.49,7.83
M-7758,D-6895,TV,84182.24,2.21
M-7759,D-3020,Online Ads,65395.32,3.39
M-7760,D-2473,TV,98225.77,9.29
M-7761,D-8062,TV,7451.77,6.02
M-7762,D-6985,Radio,21983.18,9.64
M-7763,D-1458,TV,87862.29,4.63
M-7764,D-7865,Online Ads,19198.59,6.64
M-7765,D-1361,TV,98526.27,4.1
M-7766,D-732,Online Ads,84458.96,1.27
M-7767,D-6425,Billboards,66476.84,1.36
M-7768,D-5245,Billboards,67964.56,6.35
M-7769,D-6202,Radio,24157.15,5.32
M-7770,D-7741,Billboards,29355.9,8.06
M-7771,D-4955,Online Ads,81692.96,3.35
M-7772,D-8999,Radio,2463.81,3.25
M-7773,D-4370,Print Media,43885.86,9.36
M-7774,D-5763,Radio,10993.31,8.58
M-7775,D-398,TV,19180.08,9.88
M-7776,D-758,TV,3276.76,3.1
M-7777,D-7261,TV,59513.62,7.33
M-7778,D-1032,TV,14075.17,2.22
M-7779,D-3734,TV,33020.39,7.96
M-7780,D-5641,Billboards,90725.26,3.1
M-7781,D-8061,Print Media,64908.24,8.1
M-7782,D-6927,Radio,85302.39,6.98
M-7783,D-8970,Billboards,93585.42,9.91
M-7784,D-525,Print Media,22648.05,8.99
M-7785,D-7504,TV,62883.28,3.37
M-7786,D-4212,Print Media,16085.88,6.4
M-7787,D-8594,TV,55453.92,5.7
M-7788,D-9465,TV,11254.96,3.1
M-7789,D-1196,Radio,41217.81,8.63
M-7790,D-1161,TV,99263.14,9.37
M-7791,D-573,Online Ads,29042.85,1.21
M-7792,D-2253,Billboards,17424.81,9.16
M-7793,D-4073,Print Media,19137.92,4.56
M-7794,D-6639,Online Ads,9086.2,5.87
M-7795,D-9142,Billboards,40478.48,4.23
M-7796,D-290,Radio,12313.02,3.36
M-7797,D-8910,Online Ads,93915.56,7.01
M-7798,D-6239,TV,75680.85,3.41
M-7799,D-9132,Print Media,25234.89,3.24
M-7800,D-6908,Radio,48720.14,7.09
M-7801,D-2158,Print Media,28736.88,1.37
M-7802,D-9886,Online Ads,34174.49,8.43
M-7803,D-9613,Billboards,90447.82,7.75
M-7804,D-8012,Billboards,25066.25,2.49
M-7805,D-6610,Online Ads,12518.3,4.54
M-7806,D-1480,Print Media,5881.37,8.76
M-7807,D-5446,Radio,29620.27,7.49
M-7808,D-7230,Online Ads,10568.05,9.26
M-7809,D-4752,Radio,32522.12,1.21
M-7810,D-3614,TV,59053.59,3.82
M-7811,D-5309,TV,57269.68,1.32
M-7812,D-6911,Online Ads,73571.35,1.72
M-7813,D-2177,Radio,7903.09,7.89
M-7814,D-5073,TV,26653.07,3.46
M-7815,D-1516,TV,64728.13,10.0
M-7816,D-9995,Print Media,41684.41,3.35
M-7817,D-715,Online Ads,20898.37,7.65
M-7818,D-212,Billboards,37368.09,5.12
M-7819,D-5718,Radio,21743.31,5.79
M-7820,D-2713,Billboards,91661.39,6.44
M-7821,D-1793,Billboards,2261.69,6.37
M-7822,D-688,Radio,76180.03,1.62
M-7823,D-4960,Billboards,84295.22,9.38
M-7824,D-5611,Online Ads,85038.31,9.95
M-7825,D-1007,TV,15083.11,6.99
M-7826,D-6468,Print Media,42641.83,3.4
M-7827,D-7818,Billboards,71017.27,6.08
M-7828,D-4185,TV,17638.93,8.16
M-7829,D-5482,Billboards,32442.17,9.02
M-7830,D-8917,TV,81618.49,8.97
M-7831,D-2082,TV,2409.59,9.34
M-7832,D-7539,Radio,12120.89,4.33
M-7833,D-4555,Print Media,14099.6,2.49
M-7834,D-2798,Radio,51782.16,2.03
M-7835,D-4557,Billboards,73648.9,9.76
M-7836,D-5925,Print Media,34964.11,8.47
M-7837,D-7816,TV,74278.86,2.5
M-7838,D-2921,Print Media,37763.33,1.78
M-7839,D-9816,Billboards,95022.38,7.02
M-7840,D-2984,Print Media,71415.1,9.96
M-7841,D-7684,Print Media,58224.64,9.14
M-7842,D-5752,TV,72859.83,4.81
M-7843,D-8547,TV,93977.46,2.88
M-7844,D-2729,Online Ads,27718.68,3.51
M-7845,D-62,Radio,4045.02,3.8
M-7846,D-2418,Radio,27889.74,2.83
M-7847,D-4790,Billboards,28068.2,8.07
M-7848,D-1855,Online Ads,36294.35,8.56
M-7849,D-339,Radio,63901.21,1.46
M-7850,D-835,Print Media,88165.25,3.22
M-7851,D-6541,Billboards,73600.82,1.57
M-7852,D-3983,Online Ads,2518.8,7.38
M-7853,D-5374,Billboards,25194.72,3.86
M-7854,D-2664,Radio,42209.09,9.35
M-7855,D-4857,Online Ads,78605.6,3.93
M-7856,D-5010,Print Media,79292.96,4.77
M-7857,D-8360,Print Media,27955.78,4.06
M-7858,D-2438,Print Media,75735.99,1.87
M-7859,D-7909,Online Ads,59113.5,1.99
M-7860,D-3759,Radio,83830.79,8.49
M-7861,D-7668,Radio,40772.35,6.02
M-7862,D-2019,Print Media,57759.97,2.86
M-7863,D-2,TV,97456.13,1.38
M-7864,D-5881,Radio,51780.64,9.46
M-7865,D-2430,Billboards,82805.35,9.42
M-7866,D-9179,Billboards,50174.8,2.94
M-7867,D-4017,TV,56791.2,7.13
M-7868,D-7629,Online Ads,47564.73,7.99
M-7869,D-4882,Billboards,19562.31,7.18
M-7870,D-7589,Billboards,15635.29,6.7
M-7871,D-6126,Online Ads,58695.73,9.8
M-7872,D-1942,Billboards,61739.31,7.49
M-7873,D-8144,Print Media,69619.47,5.27
M-7874,D-6942,TV,46227.68,7.95
M-7875,D-9836,Online Ads,52572.12,3.52
M-7876,D-4926,Print Media,17986.16,2.29
M-7877,D-1581,Print Media,5440.58,6.28
M-7878,D-7636,Radio,82007.54,3.67
M-7879,D-240,Billboards,78285.45,9.57
M-7880,D-3000,Radio,84721.05,6.57
M-7881,D-1436,Billboards,57025.61,2.65
M-7882,D-6197,TV,36079.09,1.82
M-7883,D-5530,Billboards,25849.44,7.57
M-7884,D-5437,Radio,50349.18,4.27
M-7885,D-4338,Radio,53898.52,1.14
M-7886,D-7404,Billboards,95989.71,1.09
M-7887,D-3254,Billboards,39950.02,6.38
M-7888,D-4597,Radio,73531.07,2.75
M-7889,D-5773,Radio,79256.02,6.12
M-7890,D-5212,Radio,73151.86,3.0
M-7891,D-2693,Print Media,95995.19,7.45
M-7892,D-9055,TV,94149.93,6.59
M-7893,D-5476,Print Media,52677.77,9.98
M-7894,D-3266,Billboards,52316.55,7.94
M-7895,D-3566,Billboards,42620.62,5.56
M-7896,D-6461,Radio,63416.31,8.72
M-7897,D-9676,Online Ads,88699.66,1.68
M-7898,D-3134,TV,14274.07,9.6
M-7899,D-4196,Print Media,58767.24,6.79
M-7900,D-1552,Print Media,3349.4,9.22
M-7901,D-8378,TV,25867.75,4.62
M-7902,D-4760,Online Ads,19280.03,5.72
M-7903,D-7786,Radio,67673.14,7.15
M-7904,D-17,TV,99425.12,7.55
M-7905,D-6749,Billboards,14859.07,5.75
M-7906,D-6735,Print Media,93647.2,6.73
M-7907,D-3343,TV,50784.26,5.15
M-7908,D-5067,Print Media,74903.75,8.06
M-7909,D-9520,TV,46178.22,6.48
M-7910,D-8865,TV,24586.72,3.58
M-7911,D-4461,Online Ads,98986.49,7.28
M-7912,D-8822,Radio,13064.36,6.16
M-7913,D-5667,Radio,50905.53,2.13
M-7914,D-1346,TV,37204.06,7.0
M-7915,D-7155,Radio,15647.3,6.63
M-7916,D-3479,Online Ads,82795.89,4.78
M-7917,D-8781,Billboards,33749.77,5.35
M-7918,D-325,Print Media,43397.07,8.16
M-7919,D-4477,Radio,4992.08,4.18
M-7920,D-413,TV,82249.33,5.45
M-7921,D-7354,Online Ads,72516.81,1.58
M-7922,D-539,Online Ads,52903.49,9.11
M-7923,D-7316,Billboards,86328.96,3.98
M-7924,D-9456,Radio,20946.56,8.24
M-7925,D-3954,Online Ads,99608.05,4.14
M-7926,D-6816,Print Media,28136.6,9.66
M-7927,D-9306,Radio,71679.12,6.29
M-7928,D-5890,Billboards,9123.28,4.16
M-7929,D-2682,Online Ads,85011.27,2.78
M-7930,D-4461,TV,71046.35,5.69
M-7931,D-2366,Print Media,30268.2,2.68
M-7932,D-4994,Radio,51495.61,5.49
M-7933,D-1553,Billboards,68834.91,8.24
M-7934,D-1691,Billboards,19416.34,9.3
M-7935,D-4034,Radio,67620.13,2.39
M-7936,D-1831,Print Media,77313.57,2.37
M-7937,D-6585,Billboards,59546.74,5.86
M-7938,D-1097,Billboards,81915.72,2.71
M-7939,D-5807,Billboards,12940.81,8.68
M-7940,D-2995,Radio,78298.82,1.68
M-7941,D-9841,Print Media,12872.44,6.47
M-7942,D-8967,Online Ads,77224.4,6.97
M-7943,D-4096,Radio,86210.27,7.16
M-7944,D-6345,Print Media,13859.33,7.92
