Revenue_ID,Drug_ID,Year,Total_Revenue
R-7219,D-4365,2016,1165539.66
R-7220,D-7795,2020,835553.73
R-7221,D-2123,2016,647982.48
R-7222,D-9268,2018,1135885.0
R-7223,D-1964,2019,538370.47
R-7224,D-5438,2015,85462.92
R-7225,D-6078,2016,1452862.98
R-7226,D-1648,2022,781364.58
R-7227,D-5262,2019,971430.99
R-7228,D-2839,2024,609402.36
R-7229,D-1721,2022,1351930.72
R-7230,D-9642,2016,84419.42
R-7231,D-8670,2018,1397836.05
R-7232,D-3198,2021,1317549.06
R-7233,D-6687,2019,883242.34
R-7234,D-2321,2016,1767151.07
R-7235,D-3504,2017,1342122.69
R-7236,D-456,2020,1763690.15
R-7237,D-8778,2019,911037.36
R-7238,D-1319,2016,624543.34
R-7239,D-7574,2023,1645437.45
R-7240,D-2316,2024,1693289.19
R-7241,D-6523,2020,891976.56
R-7242,D-287,2015,659534.65
R-7243,D-7885,2023,216886.5
R-7244,D-7046,2016,520258.67
R-7245,D-1454,2021,1457784.94
R-7246,D-2055,2019,1206924.9
R-7247,D-4526,2023,1745762.24
R-7248,D-2110,2022,899149.29
R-7249,D-824,2022,413455.65
R-7250,D-5059,2018,476348.87
R-7251,D-4230,2024,201905.7
R-7252,D-1245,2022,267451.21
R-7253,D-5452,2023,355682.5
R-7254,D-6457,2021,1138747.93
R-7255,D-8888,2020,1303622.36
R-7256,D-2234,2016,1526773.18
R-7257,D-982,2022,1062957.87
R-7258,D-7727,2024,1042825.57
R-7259,D-2531,2018,1541783.91
R-7260,D-7929,2023,586141.27
R-7261,D-9747,2020,843239.98
R-7262,D-9322,2017,1267783.94
R-7263,D-9322,2020,941166.93
R-7264,D-4814,2017,857375.83
R-7265,D-9365,2022,1248558.04
R-7266,D-4557,2019,58808.67
R-7267,D-911,2022,891446.89
R-7268,D-1973,2015,370121.81
R-7269,D-8456,2019,744239.35
R-7270,D-8543,2021,1493499.84
R-7271,D-9463,2020,692785.17
R-7272,D-2855,2022,568502.85
R-7273,D-6309,2016,476695.15
R-7274,D-6949,2022,1659509.83
R-7275,D-2976,2018,1009294.18
R-7276,D-9440,2022,600960.97
R-7277,D-3742,2022,797942.53
R-7278,D-6247,2016,1021396.42
R-7279,D-7371,2020,1759910.02
R-7280,D-4128,2022,1957908.14
R-7281,D-921,2023,1685959.35
R-7282,D-8304,2022,1833414.34
R-7283,D-6805,2017,1617400.52
R-7284,D-6026,2024,1277596.57
R-7285,D-6714,2018,1271357.66
R-7286,D-635,2015,389072.02
R-7287,D-511,2021,1819910.66
R-7288,D-2702,2015,1980254.61
R-7289,D-2931,2023,521949.82
R-7290,D-9546,2024,637891.74
R-7291,D-5603,2023,1995053.04
R-7292,D-8041,2016,1729032.18
R-7293,D-408,2024,1554786.94
R-7294,D-3658,2017,332160.64
R-7295,D-4891,2015,1071271.97
R-7296,D-9675,2024,703176.2
R-7297,D-3143,2018,993889.6
R-7298,D-5680,2023,1131507.45
R-7299,D-6144,2017,533565.81
R-7300,D-3475,2024,1286444.82
R-7301,D-4425,2021,257325.26
R-7302,D-1926,2018,1592625.82
R-7303,D-7783,2020,1184782.38
R-7304,D-6371,2020,1403832.93
R-7305,D-970,2018,392932.17
R-7306,D-7871,2017,1270189.68
R-7307,D-9816,2020,1984067.3
R-7308,D-8551,2023,68469.46
R-7309,D-8055,2022,1507910.3
R-7310,D-6445,2023,357716.33
R-7311,D-7792,2023,790268.41
R-7312,D-9753,2022,1431619.94
R-7313,D-9980,2015,1578075.95
R-7314,D-3981,2017,1930517.06
R-7315,D-6864,2017,929120.6
R-7316,D-9049,2016,1242554.78
R-7317,D-10000,2017,588656.47
R-7318,D-2030,2019,1332248.63
R-7319,D-9828,2019,1913344.92
R-7320,D-5869,2021,1228306.31
R-7321,D-3067,2019,1087697.91
R-7322,D-726,2016,295874.83
R-7323,D-9601,2021,1087977.55
R-7324,D-8676,2016,307785.09
R-7325,D-5050,2021,1361923.66
R-7326,D-6165,2021,408286.57
R-7327,D-4010,2024,1674291.01
R-7328,D-4661,2019,1667467.51
R-7329,D-8061,2020,491391.7
R-7330,D-7289,2024,366441.74
R-7331,D-7664,2019,1728370.65
R-7332,D-4219,2023,1535970.09
R-7333,D-1719,2018,1813138.76
R-7334,D-5683,2015,201295.92
R-7335,D-4909,2022,1803108.59
R-7336,D-7033,2019,454627.05
R-7337,D-3213,2016,1466666.34
R-7338,D-3571,2018,1466553.8
R-7339,D-4957,2024,1061847.79
R-7340,D-4874,2024,605241.4
R-7341,D-2015,2016,1774832.99
R-7342,D-593,2019,270881.38
R-7343,D-1440,2020,1119263.71
R-7344,D-2900,2019,400476.62
R-7345,D-9070,2017,122257.42
R-7346,D-463,2017,1406477.41
R-7347,D-2921,2023,598831.79
R-7348,D-9497,2024,74187.9
R-7349,D-1087,2022,1054590.99
R-7350,D-4976,2019,1015334.71
R-7351,D-3293,2018,1250636.13
R-7352,D-9426,2019,179921.92
R-7353,D-4236,2022,76227.15
R-7354,D-2385,2021,1898187.12
R-7355,D-886,2017,1479244.35
R-7356,D-7271,2024,1390241.1
R-7357,D-4238,2021,1403271.47
R-7358,D-8209,2016,162605.98
R-7359,D-930,2016,838094.78
R-7360,D-1119,2022,515723.51
R-7361,D-5499,2016,81536.57
R-7362,D-5894,2018,110394.51
R-7363,D-9857,2024,645433.32
R-7364,D-7504,2021,761997.89
R-7365,D-2719,2015,1669673.94
R-7366,D-929,2023,1841270.96
R-7367,D-5688,2018,848408.53
R-7368,D-6306,2023,592511.42
R-7369,D-5152,2024,1871329.87
R-7370,D-2238,2017,836603.11
R-7371,D-2801,2016,1228299.85
R-7372,D-7458,2021,846003.03
R-7373,D-1289,2021,1117748.02
R-7374,D-9907,2017,1800206.6
R-7375,D-2265,2017,535487.6
R-7376,D-6872,2019,1420125.22
R-7377,D-8993,2016,1076656.2
R-7378,D-303,2021,67933.44
R-7379,D-7604,2020,894272.28
R-7380,D-6096,2021,1252250.07
R-7381,D-583,2022,518584.11
R-7382,D-881,2018,1169691.49
R-7383,D-9350,2023,1510983.33
R-7384,D-6341,2021,1695270.97
R-7385,D-7495,2023,755581.06
R-7386,D-70,2015,151007.74
R-7387,D-8404,2020,442202.87
R-7388,D-3867,2021,1951325.74
R-7389,D-3379,2016,1600773.08
R-7390,D-8531,2015,1336417.45
R-7391,D-8644,2021,1814168.81
R-7392,D-8640,2017,640551.67
R-7393,D-152,2016,1925576.8
R-7394,D-7026,2022,1051530.42
R-7395,D-9223,2020,1887924.94
R-7396,D-7533,2021,494707.03
R-7397,D-3859,2017,503764.8
R-7398,D-3249,2021,78651.58
R-7399,D-8676,2024,984076.64
R-7400,D-2108,2017,899204.2
R-7401,D-8307,2018,1968455.06
R-7402,D-7914,2018,834593.99
R-7403,D-8331,2023,254993.19
R-7404,D-1309,2018,157513.4
R-7405,D-7248,2018,695977.56
R-7406,D-2473,2016,58473.71
R-7407,D-3232,2017,1865807.39
R-7408,D-5540,2019,1480110.21
R-7409,D-2982,2021,468590.61
R-7410,D-9152,2022,763527.75
R-7411,D-8815,2021,1397306.46
R-7412,D-1737,2022,1014395.06
R-7413,D-5829,2022,821787.69
R-7414,D-1570,2018,1782060.32
R-7415,D-3119,2022,1777567.52
R-7416,D-7093,2024,194058.05
R-7417,D-9766,2023,1236981.9
R-7418,D-9923,2023,1391084.91
R-7419,D-2778,2024,1780832.8
R-7420,D-8288,2015,1311299.66
R-7421,D-8173,2015,776197.88
R-7422,D-1607,2023,1946240.64
R-7423,D-407,2019,1004074.64
R-7424,D-386,2018,912062.33
R-7425,D-2941,2023,115426.86
R-7426,D-3444,2019,546618.96
R-7427,D-9474,2023,674128.73
R-7428,D-7720,2020,69523.15
R-7429,D-7410,2016,224215.5
R-7430,D-263,2020,394877.02
R-7431,D-4408,2024,1558159.01
R-7432,D-3622,2021,1323743.4
R-7433,D-1097,2024,703189.2
R-7434,D-3403,2023,1993193.02
R-7435,D-4781,2016,837826.58
R-7436,D-5816,2018,170164.42
R-7437,D-6079,2017,925351.23
R-7438,D-1036,2017,1220122.54
R-7439,D-6678,2016,577932.29
R-7440,D-3374,2017,1427563.37
R-7441,D-8684,2019,1918812.27
R-7442,D-8403,2024,1889387.96
R-7443,D-8270,2020,174658.04
R-7444,D-3970,2019,1655340.03
R-7445,D-2923,2018,621621.92
R-7446,D-8258,2017,1824203.9
R-7447,D-9998,2024,1104888.42
R-7448,D-9987,2024,220462.82
R-7449,D-7246,2015,711911.1
R-7450,D-1883,2018,1002516.97
R-7451,D-665,2017,1159819.49
R-7452,D-6068,2020,683894.28
R-7453,D-7595,2018,138460.72
R-7454,D-5270,2021,870209.41
R-7455,D-4349,2016,113744.73
R-7456,D-8941,2019,521125.57
R-7457,D-1273,2019,906730.95
R-7458,D-1896,2018,1908068.71
R-7459,D-1239,2023,213245.51
R-7460,D-8760,2015,283560.28
R-7461,D-228,2020,1101785.07
R-7462,D-9153,2016,401958.8
R-7463,D-1479,2020,541518.24
R-7464,D-6710,2023,366615.29
R-7465,D-7152,2024,104688.38
R-7466,D-150,2020,670834.21
R-7467,D-8940,2017,1764233.47
R-7468,D-9334,2022,401411.01
R-7469,D-9021,2022,1429925.16
R-7470,D-9879,2023,366505.96
R-7471,D-1775,2018,67029.93
R-7472,D-1928,2019,1296438.58
R-7473,D-2545,2015,1814333.14
R-7474,D-8332,2019,541962.64
R-7475,D-1825,2021,1488888.1
R-7476,D-4909,2021,921639.4
R-7477,D-7921,2020,1745058.7
R-7478,D-1615,2015,978375.93
R-7479,D-4361,2019,1448712.91
R-7480,D-3894,2021,1820162.43
R-7481,D-9041,2018,608608.0
R-7482,D-4856,2023,548746.26
R-7483,D-529,2017,410698.4
R-7484,D-1759,2023,271569.33
R-7485,D-1479,2017,1675026.36
R-7486,D-5555,2018,355010.49
R-7487,D-4645,2017,1208800.81
R-7488,D-478,2021,174863.14
R-7489,D-3307,2021,164139.92
R-7490,D-3226,2023,302714.02
R-7491,D-5574,2015,1976953.23
R-7492,D-6960,2023,1027569.22
R-7493,D-9561,2021,1443049.31
R-7494,D-899,2021,1935668.69
R-7495,D-994,2018,870222.36
R-7496,D-7527,2016,1390245.29
R-7497,D-643,2020,1384978.68
R-7498,D-5380,2017,776044.03
R-7499,D-5144,2022,1791873.79
R-7500,D-3336,2016,1664585.34
R-7501,D-275,2022,1971400.82
R-7502,D-7020,2022,1864574.79
R-7503,D-2202,2021,1011265.01
R-7504,D-8056,2022,662717.3
R-7505,D-7321,2019,417186.41
R-7506,D-1357,2021,1272276.47
R-7507,D-9056,2021,1742426.02
R-7508,D-6872,2017,399956.46
R-7509,D-9586,2015,1212554.74
R-7510,D-8472,2018,671350.17
R-7511,D-6723,2020,613787.93
R-7512,D-8779,2021,1444332.32
R-7513,D-3263,2021,372602.61
R-7514,D-975,2015,1857038.58
R-7515,D-1823,2024,680415.75
R-7516,D-7283,2019,392351.85
R-7517,D-8102,2019,1502817.7
R-7518,D-6918,2021,1909176.37
R-7519,D-2893,2024,282285.66
R-7520,D-6647,2022,1493760.87
R-7521,D-874,2023,1879802.57
R-7522,D-4157,2024,1885310.05
R-7523,D-2388,2020,1186518.23
R-7524,D-7862,2020,908073.56
R-7525,D-5036,2015,1934862.16
R-7526,D-6074,2015,1727008.02
R-7527,D-4029,2019,821352.17
R-7528,D-7699,2022,772115.78
R-7529,D-9827,2024,56894.72
R-7530,D-6086,2021,1506425.88
R-7531,D-6578,2017,1301424.47
R-7532,D-6828,2021,1074068.67
R-7533,D-9011,2017,133585.3
R-7534,D-2710,2020,1820791.97
R-7535,D-6491,2022,434531.81
R-7536,D-956,2023,819657.07
R-7537,D-6598,2024,694092.11
R-7538,D-9893,2022,844459.03
R-7539,D-2367,2021,1068946.66
R-7540,D-9186,2016,215402.85
R-7541,D-311,2021,1502879.57
R-7542,D-5029,2023,887969.72
R-7543,D-1944,2017,1457907.04
R-7544,D-7368,2024,103478.21
R-7545,D-6120,2021,442645.33
R-7546,D-9108,2023,127680.96
R-7547,D-8788,2024,1740032.47
R-7548,D-3581,2023,1264101.1
R-7549,D-685,2016,1882085.23
R-7550,D-3887,2024,1967053.59
R-7551,D-3680,2017,1146640.46
R-7552,D-5596,2023,589771.0
R-7553,D-838,2016,1072389.61
R-7554,D-447,2015,230254.72
R-7555,D-3523,2023,853702.8
R-7556,D-7275,2022,1519028.54
R-7557,D-6295,2016,1205136.56
R-7558,D-6446,2022,723807.79
R-7559,D-641,2021,1548283.72
R-7560,D-554,2023,1808923.13
R-7561,D-2945,2017,719822.3
R-7562,D-8512,2016,848723.24
R-7563,D-5136,2020,821508.9
R-7564,D-5369,2021,436600.82
R-7565,D-990,2020,1396306.1
R-7566,D-3418,2023,1127825.1
R-7567,D-9102,2023,369511.32
R-7568,D-4591,2021,697023.67
R-7569,D-7193,2023,468583.6
R-7570,D-1318,2015,455263.21
R-7571,D-108,2017,1727611.09
R-7572,D-6877,2017,924857.72
R-7573,D-8457,2021,1239683.04
R-7574,D-8088,2018,950605.36
R-7575,D-3170,2019,1987284.09
R-7576,D-1219,2022,1491717.91
R-7577,D-7670,2016,1437392.93
R-7578,D-4057,2019,1539825.66
R-7579,D-7066,2016,1468459.32
R-7580,D-7339,2016,561676.54
R-7581,D-2442,2018,821840.24
R-7582,D-4081,2021,1412036.82
R-7583,D-1292,2018,819967.03
R-7584,D-954,2016,1830849.0
R-7585,D-1969,2022,1440954.86
R-7586,D-498,2022,1966954.02
R-7587,D-4741,2021,111390.22
R-7588,D-5790,2017,1116144.57
R-7589,D-9460,2021,1897149.13
R-7590,D-7614,2015,1531156.27
R-7591,D-5816,2016,153568.88
R-7592,D-1703,2023,1355640.19
R-7593,D-4087,2018,1509045.65
R-7594,D-501,2020,727945.59
R-7595,D-1787,2022,893790.96
R-7596,D-2714,2023,831340.72
R-7597,D-165,2019,397643.89
R-7598,D-8177,2016,622278.74
R-7599,D-3664,2022,1095736.36
R-7600,D-369,2015,1290203.56
R-7601,D-8912,2023,985298.06
R-7602,D-1275,2022,1879796.15
R-7603,D-6156,2015,60610.76
R-7604,D-3281,2016,410383.64
R-7605,D-4734,2019,1531946.91
R-7606,D-8205,2020,1662894.26
R-7607,D-1875,2015,1252800.33
R-7608,D-1357,2021,1590904.61
R-7609,D-345,2020,758765.63
R-7610,D-5556,2023,1747954.88
R-7611,D-334,2015,806743.23
R-7612,D-2204,2019,825408.52
R-7613,D-7578,2021,976948.16
R-7614,D-2740,2024,718278.08
R-7615,D-5415,2020,748746.04
R-7616,D-7183,2022,1407382.21
R-7617,D-7484,2020,1545705.39
R-7618,D-2826,2020,848757.15
R-7619,D-7103,2020,1166775.18
R-7620,D-1367,2017,1314260.97
R-7621,D-9905,2021,1800277.44
R-7622,D-5214,2021,1564819.41
R-7623,D-8709,2021,991353.58
R-7624,D-5069,2021,727935.25
R-7625,D-3972,2019,1711004.13
R-7626,D-6342,2016,1075289.82
R-7627,D-1842,2020,1332063.95
R-7628,D-2659,2020,1424783.64
R-7629,D-8131,2022,270541.41
R-7630,D-3116,2015,1703817.3
R-7631,D-5741,2024,378722.6
R-7632,D-9197,2024,1784057.6
R-7633,D-5868,2016,1298861.69
R-7634,D-8924,2024,211187.3
R-7635,D-2402,2015,475935.11
R-7636,D-4753,2022,1256632.29
R-7637,D-3192,2024,1193620.02
R-7638,D-4885,2023,979048.16
R-7639,D-8610,2019,1519200.71
R-7640,D-2505,2020,1989402.48
R-7641,D-2338,2016,148202.74
R-7642,D-8598,2022,1169095.26
R-7643,D-118,2019,1799287.71
R-7644,D-8349,2018,567574.11
R-7645,D-5438,2023,790982.24
R-7646,D-7339,2023,1950061.55
R-7647,D-6238,2016,1131246.1
R-7648,D-2762,2023,170804.92
R-7649,D-3460,2015,826048.34
R-7650,D-6306,2019,187636.31
R-7651,D-2799,2015,760409.77
R-7652,D-3885,2015,1381041.07
R-7653,D-9439,2024,1645491.34
R-7654,D-1351,2020,513693.1
R-7655,D-6716,2021,855165.58
R-7656,D-1728,2018,1635937.06
R-7657,D-4096,2024,1225424.34
R-7658,D-5554,2019,1376797.17
R-7659,D-33,2019,890306.93
R-7660,D-2340,2020,1959858.78
R-7661,D-5087,2018,1104386.82
R-7662,D-8738,2017,1565149.18
R-7663,D-5628,2017,76931.67
R-7664,D-5203,2016,818448.0
R-7665,D-2895,2022,669391.74
R-7666,D-5516,2023,262043.52
R-7667,D-6406,2019,1033572.18
R-7668,D-8424,2016,71045.65
R-7669,D-7310,2020,1456466.31
R-7670,D-846,2016,234358.76
R-7671,D-8608,2021,1898478.74
R-7672,D-8780,2021,1960246.87
R-7673,D-660,2016,1807543.01
R-7674,D-6421,2022,510034.21
R-7675,D-3385,2020,1743673.49
R-7676,D-5734,2024,767371.13
R-7677,D-7857,2021,1303032.57
R-7678,D-2330,2018,337148.54
R-7679,D-9491,2016,289625.18
R-7680,D-8251,2018,1305171.66
R-7681,D-9795,2021,352706.16
R-7682,D-9002,2019,562475.85
R-7683,D-2411,2018,167170.11
R-7684,D-710,2024,130679.36
R-7685,D-5660,2021,1185494.34
R-7686,D-5000,2017,377131.57
R-7687,D-1532,2016,1679574.91
R-7688,D-3921,2024,98732.3
R-7689,D-7666,2022,877682.04
R-7690,D-2819,2021,1922642.17
R-7691,D-8957,2019,235791.85
R-7692,D-2916,2015,1344840.52
R-7693,D-1582,2018,850806.11
R-7694,D-2898,2024,1724505.08
R-7695,D-7185,2018,1241434.36
R-7696,D-1370,2017,864880.46
R-7697,D-6546,2022,1792428.85
R-7698,D-4648,2017,72774.05
R-7699,D-3800,2022,923358.84
R-7700,D-1812,2020,390743.73
R-7701,D-6592,2016,242627.65
R-7702,D-5476,2019,432511.27
R-7703,D-8988,2017,1646558.17
R-7704,D-962,2016,1713830.95
R-7705,D-990,2019,949671.38
R-7706,D-6727,2020,281175.71
R-7707,D-8560,2019,361794.79
R-7708,D-4343,2022,1601130.77
R-7709,D-1221,2023,928406.64
R-7710,D-1250,2016,1068422.6
R-7711,D-7002,2021,1185279.48
R-7712,D-560,2023,1913557.79
R-7713,D-2697,2024,265948.18
R-7714,D-889,2021,1292614.65
R-7715,D-1033,2020,1721878.63
R-7716,D-2767,2020,1541331.66
R-7717,D-2373,2017,1973493.12
R-7718,D-1742,2015,636800.61
R-7719,D-2241,2023,1986917.66
R-7720,D-5821,2021,930628.18
R-7721,D-8838,2017,1887992.62
R-7722,D-5046,2015,650880.69
R-7723,D-8047,2022,1661976.37
R-7724,D-2504,2021,119920.65
R-7725,D-3874,2021,1088780.2
R-7726,D-8579,2024,429490.45
R-7727,D-7551,2019,960588.6
R-7728,D-5103,2017,742696.34
R-7729,D-8438,2016,940329.36
R-7730,D-4673,2022,217173.22
R-7731,D-8297,2015,1448971.02
R-7732,D-9355,2015,1268675.41
R-7733,D-3724,2015,779419.3
R-7734,D-6698,2016,325930.91
R-7735,D-9346,2023,1516387.35
R-7736,D-8290,2023,1788336.59
R-7737,D-255,2024,775486.62
R-7738,D-2105,2019,1020443.09
R-7739,D-2736,2022,1872341.48
R-7740,D-5506,2020,1686449.81
R-7741,D-757,2022,686175.85
R-7742,D-9217,2023,1771137.86
R-7743,D-1726,2021,129933.45
R-7744,D-3553,2017,1489005.77
R-7745,D-6121,2016,591856.0
R-7746,D-7654,2023,1237673.48
R-7747,D-9208,2015,606499.14
R-7748,D-1498,2023,1751128.63
R-7749,D-3527,2016,493219.5
R-7750,D-7700,2021,594940.92
R-7751,D-4380,2018,1882312.02
R-7752,D-2976,2021,1759845.95
R-7753,D-1738,2015,1185852.88
R-7754,D-4988,2017,1410017.69
R-7755,D-1288,2015,158416.26
R-7756,D-5190,2024,951480.83
R-7757,D-7706,2021,543562.47
R-7758,D-373,2017,1561625.06
R-7759,D-9301,2023,1258601.25
R-7760,D-9904,2021,455398.16
R-7761,D-6137,2023,396067.6
R-7762,D-2169,2021,215686.13
R-7763,D-2007,2015,725008.14
R-7764,D-998,2019,1741111.2
R-7765,D-4356,2019,131399.58
R-7766,D-6612,2015,1133191.91
R-7767,D-79,2024,553957.58
R-7768,D-5622,2024,269681.7
R-7769,D-8788,2024,319903.61
R-7770,D-9721,2022,272907.61
R-7771,D-9274,2020,1237861.34
R-7772,D-2687,2022,1213585.16
R-7773,D-6625,2015,1827337.91
R-7774,D-1957,2021,706975.06
R-7775,D-1810,2016,1926129.87
R-7776,D-400,2023,1168652.53
R-7777,D-4886,2020,1789694.9
R-7778,D-4760,2016,1482941.82
R-7779,D-7961,2021,609205.2
R-7780,D-6759,2023,1055786.35
R-7781,D-1788,2023,198337.33
R-7782,D-4687,2021,71854.45
R-7783,D-9377,2017,853051.32
R-7784,D-4353,2015,713252.77
R-7785,D-3271,2019,1668797.59
R-7786,D-4835,2018,413118.26
R-7787,D-215,2022,1684881.19
R-7788,D-5691,2023,1809817.06
R-7789,D-1021,2023,199548.42
R-7790,D-1297,2016,819874.9
R-7791,D-3785,2020,1539944.29
R-7792,D-6805,2023,1188022.46
R-7793,D-8199,2016,411390.41
R-7794,D-1654,2019,817258.01
R-7795,D-9882,2016,1615211.5
R-7796,D-5012,2015,1596211.6
R-7797,D-6076,2023,513579.67
R-7798,D-7446,2023,904045.48
R-7799,D-5156,2017,957780.93
R-7800,D-4217,2021,288173.83
R-7801,D-5937,2020,218862.17
R-7802,D-2753,2017,105126.01
R-7803,D-3606,2020,783167.91
R-7804,D-5177,2022,362774.3
R-7805,D-6065,2020,394198.47
R-7806,D-8399,2021,1036224.88
R-7807,D-9863,2024,1767851.07
R-7808,D-7652,2015,363098.52
R-7809,D-2058,2022,1408762.94
R-7810,D-9546,2023,1550960.37
R-7811,D-5174,2017,1783603.56
R-7812,D-5981,2018,1537667.62
R-7813,D-51,2024,879934.16
R-7814,D-5742,2019,1374738.97
R-7815,D-5977,2019,140187.87
R-7816,D-2409,2023,1842787.67
R-7817,D-4594,2015,1043894.96
R-7818,D-1123,2019,1518865.11
R-7819,D-1625,2023,637154.88
R-7820,D-53,2022,1487241.55
R-7821,D-8512,2018,1276390.88
R-7822,D-7974,2019,1312231.41
R-7823,D-1433,2015,1736645.4
R-7824,D-5315,2020,1824034.85
R-7825,D-5005,2022,241449.56
R-7826,D-171,2016,105942.16
R-7827,D-9242,2022,351428.99
R-7828,D-2778,2024,1807689.01
R-7829,D-2828,2023,1191954.18
R-7830,D-3198,2020,452595.01
R-7831,D-4742,2022,817787.27
R-7832,D-6705,2020,1801450.55
R-7833,D-6531,2018,61612.59
R-7834,D-2751,2024,1664491.74
R-7835,D-9778,2019,654622.37
R-7836,D-7384,2021,1253705.72
R-7837,D-2615,2018,1493711.64
R-7838,D-6007,2019,1494920.1
R-7839,D-4827,2018,516261.86
R-7840,D-9072,2016,1824542.49
R-7841,D-3667,2020,909262.18
R-7842,D-5783,2017,931075.5
R-7843,D-4498,2015,1572520.65
R-7844,D-6075,2023,290241.41
R-7845,D-9910,2017,1085128.55
R-7846,D-9706,2020,1147607.11
R-7847,D-5190,2023,905759.31
R-7848,D-7444,2015,1680773.45
R-7849,D-3063,2017,196671.15
R-7850,D-7070,2024,1672259.92
R-7851,D-3393,2023,411179.93
R-7852,D-4928,2017,905345.06
R-7853,D-8509,2020,1127876.88
R-7854,D-6139,2016,1815716.95
R-7855,D-5502,2021,737317.14
R-7856,D-130,2017,1125113.18
R-7857,D-787,2023,412113.59
R-7858,D-2533,2016,113604.77
R-7859,D-4091,2021,876791.75
R-7860,D-499,2022,844887.53
R-7861,D-9974,2017,1620711.14
R-7862,D-7563,2022,299739.45
R-7863,D-2598,2024,337180.31
R-7864,D-9750,2021,89548.83
R-7865,D-6203,2021,1358886.02
R-7866,D-7488,2019,1684119.18
R-7867,D-8825,2016,1378603.22
R-7868,D-2588,2015,1983725.95
R-7869,D-8877,2015,107156.76
R-7870,D-6498,2016,1660172.97
R-7871,D-6205,2017,1669791.82
R-7872,D-1300,2023,834492.03
R-7873,D-9385,2018,1508068.9
R-7874,D-8309,2019,624037.3
R-7875,D-2242,2019,1249659.43
R-7876,D-8389,2024,1802530.81
R-7877,D-5368,2017,1111136.06
R-7878,D-406,2015,1581645.86
R-7879,D-4407,2022,1874996.31
R-7880,D-679,2018,1649146.78
R-7881,D-6864,2016,323555.42
R-7882,D-2094,2015,1198716.16
R-7883,D-872,2023,1656133.35
R-7884,D-9328,2018,158295.63
R-7885,D-5015,2022,1235535.8
R-7886,D-3588,2015,754612.77
R-7887,D-4629,2023,71745.22
R-7888,D-1887,2024,142497.27
R-7889,D-173,2015,471081.63
R-7890,D-2484,2020,176421.86
R-7891,D-3828,2018,709677.15
R-7892,D-282,2022,279667.75
R-7893,D-1736,2022,1154360.6
R-7894,D-3212,2024,441602.8
R-7895,D-836,2024,741912.44
R-7896,D-1807,2023,1731137.61
R-7897,D-1137,2020,945237.72
R-7898,D-4002,2016,1014046.88
R-7899,D-2273,2024,70567.74
R-7900,D-6373,2021,677544.24
R-7901,D-3965,2020,1704451.64
R-7902,D-4048,2017,1838418.05
R-7903,D-9794,2023,1533780.3
R-7904,D-8822,2019,1766741.63
R-7905,D-9049,2019,1017941.02
R-7906,D-6715,2020,269818.35
R-7907,D-8436,2019,560269.21
R-7908,D-4891,2015,1905133.31
R-7909,D-9700,2021,1701989.51
R-7910,D-6685,2019,545439.06
R-7911,D-6981,2024,1555302.26
R-7912,D-6827,2022,1292841.69
R-7913,D-8694,2022,1008783.02
R-7914,D-6629,2021,168329.44
R-7915,D-7907,2023,1341622.87
R-7916,D-3292,2024,1950586.54
R-7917,D-4520,2022,1792627.86
R-7918,D-8391,2024,973791.61
R-7919,D-2047,2024,1834162.74
R-7920,D-5825,2015,1575828.72
R-7921,D-3928,2018,517215.05
R-7922,D-9376,2017,61453.33
R-7923,D-1414,2018,835388.74
R-7924,D-2997,2023,1982295.99
R-7925,D-2758,2019,869830.24
R-7926,D-1342,2023,1668868.2
R-7927,D-9827,2016,230683.0
R-7928,D-236,2024,791894.88
R-7929,D-4164,2020,417018.64
R-7930,D-3156,2015,212928.52
R-7931,D-6566,2015,639792.05
R-7932,D-532,2015,532402.41
R-7933,D-5189,2016,1777732.45
R-7934,D-6874,2020,1580769.12
R-7935,D-9358,2024,1146512.58
R-7936,D-906,2021,1269579.96
R-7937,D-4387,2024,1396417.32
R-7938,D-3893,2018,726470.05
R-7939,D-6767,2020,99855.09
R-7940,D-4967,2019,1624377.69
R-7941,D-4171,2016,121415.44
R-7942,D-4216,2024,956149.29
R-7943,D-6239,2023,233607.81
R-7944,D-4266,2024,1734742.97
R-7945,D-4956,2018,1487303.22
R-7946,D-2256,2017,1733425.77
R-7947,D-1084,2015,930148.6
R-7948,D-1247,2024,1848971.02
R-7949,D-230,2023,245178.95
R-7950,D-6722,2024,905616.59
R-7951,D-7259,2024,1043688.42
R-7952,D-233,2018,1563531.57
R-7953,D-734,2021,228482.08
R-7954,D-5898,2020,1302232.75
R-7955,D-3421,2024,1584826.85
R-7956,D-616,2020,1126143.48
R-7957,D-3758,2020,1475430.04
R-7958,D-2803,2017,232677.62
R-7959,D-6715,2018,1333744.73
R-7960,D-1469,2021,1659367.93
R-7961,D-5546,2021,881854.64
R-7962,D-1539,2017,60847.43
R-7963,D-9100,2021,146636.55
R-7964,D-7555,2019,916043.46
R-7965,D-1681,2018,1000335.19
R-7966,D-542,2022,761076.82
R-7967,D-4215,2022,196069.57
R-7968,D-324,2016,659371.45
R-7969,D-5007,2020,510388.9
R-7970,D-4539,2022,71085.88
R-7971,D-7013,2023,1648226.31
R-7972,D-4287,2024,1731399.25
R-7973,D-6566,2024,965785.81
R-7974,D-3750,2018,174455.98
R-7975,D-8705,2022,127973.34
R-7976,D-9453,2015,698116.9
R-7977,D-9165,2018,416329.95
R-7978,D-9494,2023,734008.6
