Sale_ID,Drug_ID,Quantity_Sold,Revenue,Sale_Date,Region
S-7566,D-950,54,2201.22,2022-11-09,London
S-7567,D-1274,9,703.14,2024-03-23,Liverpool
S-7568,D-5009,83,3694.93,2024-04-11,Leeds
S-7569,D-4061,79,473.48,2022-11-20,Manchester
S-7570,D-9398,7,4125.19,2021-06-01,Liverpool
S-7571,D-9509,49,442.35,2022-07-19,Liverpool
S-7572,D-9254,76,629.36,2023-02-02,London
S-7573,D-2544,91,4276.6,2023-09-16,Manchester
S-7574,D-5836,23,4717.82,2021-09-18,Leeds
S-7575,D-7677,29,3865.06,2024-03-23,Leeds
S-7576,D-256,82,4641.29,2020-08-22,Manchester
S-7577,D-9505,92,3803.14,2024-07-22,London
S-7578,D-9486,74,4959.6,2021-10-27,Manchester
S-7579,D-2796,46,2212.82,2022-06-11,Liverpool
S-7580,D-8432,13,1426.44,2022-04-03,Birmingham
S-7581,D-7077,3,390.14,2020-05-27,Leeds
S-7582,D-1963,69,2124.23,2022-07-12,London
S-7583,D-136,84,1729.87,2024-11-16,Manchester
S-7584,D-2364,93,2750.79,2023-06-03,Liverpool
S-7585,D-8536,100,3931.71,2021-12-02,Birmingham
S-7586,D-5642,95,1870.14,2020-10-12,Liverpool
S-7587,D-5488,27,4566.12,2024-12-01,London
S-7588,D-1755,18,2609.12,2020-10-21,Liverpool
S-7589,D-4111,98,1621.05,2025-01-12,Leeds
S-7590,D-3907,64,1551.86,2022-11-12,Leeds
S-7591,D-8663,86,2520.56,2022-04-29,Leeds
S-7592,D-2509,67,2490.24,2020-07-27,Liverpool
S-7593,D-5282,51,1835.49,2024-10-25,Manchester
S-7594,D-5466,51,1254.22,2024-07-07,Leeds
S-7595,D-2310,67,692.63,2024-01-16,Manchester
S-7596,D-184,55,3947.08,2023-08-19,London
S-7597,D-4033,70,1579.76,2021-10-13,Leeds
S-7598,D-3042,85,2353.9,2022-12-15,London
S-7599,D-8873,78,1537.06,2020-08-26,London
S-7600,D-6708,74,2000.31,2022-07-26,London
S-7601,D-5528,68,994.47,2024-04-16,London
S-7602,D-9248,39,4917.31,2022-07-20,Leeds
S-7603,D-1931,19,1632.5,2023-09-07,Birmingham
S-7604,D-8794,3,2091.37,2024-08-04,Birmingham
S-7605,D-2002,3,4623.81,2022-08-31,Birmingham
S-7606,D-9221,30,1195.46,2021-09-13,London
S-7607,D-8669,24,4786.82,2023-07-11,Birmingham
S-7608,D-579,50,2169.66,2023-06-03,Liverpool
S-7609,D-5717,43,4145.18,2022-02-19,Birmingham
S-7610,D-3043,8,4452.46,2024-05-20,Birmingham
S-7611,D-8685,83,123.98,2023-11-09,Leeds
S-7612,D-3362,30,4085.68,2024-08-28,Liverpool
S-7613,D-9908,7,1000.46,2021-07-15,London
S-7614,D-700,41,1744.47,2020-02-27,Manchester
S-7615,D-5552,18,4370.17,2024-05-22,Leeds
S-7616,D-3191,34,3665.29,2021-08-02,London
S-7617,D-248,13,554.47,2024-11-27,Liverpool
S-7618,D-7096,13,3190.13,2024-03-30,London
S-7619,D-8012,35,3322.33,2021-10-23,Liverpool
S-7620,D-3594,97,4998.7,2023-12-22,Birmingham
S-7621,D-246,22,617.52,2022-04-12,Liverpool
S-7622,D-8869,6,4280.34,2024-07-13,Birmingham
S-7623,D-3687,94,954.18,2023-09-09,Leeds
S-7624,D-870,57,2719.41,2024-10-24,London
S-7625,D-3720,53,440.05,2020-07-05,Liverpool
S-7626,D-9209,48,234.03,2024-06-10,Leeds
S-7627,D-8640,13,3532.34,2021-09-15,Manchester
S-7628,D-4744,29,463.56,2023-02-05,Manchester
S-7629,D-305,28,859.65,2023-12-07,Manchester
S-7630,D-1714,44,520.8,2021-04-04,Leeds
S-7631,D-7058,23,186.45,2022-01-16,Birmingham
S-7632,D-7779,73,4511.87,2021-04-12,Manchester
S-7633,D-7601,37,2652.6,2022-07-21,Manchester
S-7634,D-6584,77,1399.71,2023-09-14,Liverpool
S-7635,D-9708,48,4991.84,2023-06-28,Manchester
S-7636,D-2332,61,3163.39,2022-09-17,Liverpool
S-7637,D-1068,56,2156.29,2020-07-19,Manchester
S-7638,D-9531,7,351.28,2021-09-24,Manchester
S-7639,D-2016,32,1730.85,2023-07-05,London
S-7640,D-285,92,788.89,2022-04-09,Birmingham
S-7641,D-5381,81,4886.99,2022-06-10,Liverpool
S-7642,D-209,97,1162.96,2021-05-13,Liverpool
S-7643,D-8022,73,2994.66,2022-03-07,Manchester
S-7644,D-1664,54,2347.63,2025-02-10,London
S-7645,D-9481,89,3730.26,2022-01-03,Liverpool
S-7646,D-7508,10,3568.27,2023-06-14,Manchester
S-7647,D-574,4,2306.62,2022-01-10,Liverpool
S-7648,D-9862,70,4751.0,2020-12-18,Liverpool
S-7649,D-5800,35,2680.67,2021-04-10,Leeds
S-7650,D-7947,81,3658.0,2021-08-19,Manchester
S-7651,D-4805,88,1067.64,2020-03-27,London
S-7652,D-5023,73,3976.4,2022-02-02,Leeds
S-7653,D-5708,22,1988.94,2022-08-22,Birmingham
S-7654,D-4545,97,4311.6,2023-12-13,Leeds
S-7655,D-402,92,1441.69,2024-02-17,Birmingham
S-7656,D-7152,76,2579.38,2024-10-05,Manchester
S-7657,D-9685,62,3091.41,2023-09-17,London
S-7658,D-1907,7,1367.59,2023-08-04,Leeds
S-7659,D-5070,39,4213.58,2020-04-24,Liverpool
S-7660,D-4051,99,4833.93,2021-09-19,Manchester
S-7661,D-8354,41,4254.01,2021-05-10,Birmingham
S-7662,D-7449,27,1118.04,2022-04-27,Manchester
S-7663,D-7111,67,1176.1,2021-02-27,Leeds
S-7664,D-7714,55,148.32,2020-03-31,Birmingham
S-7665,D-3396,70,1191.36,2022-03-13,Liverpool
S-7666,D-9049,57,133.79,2022-05-13,Manchester
S-7667,D-5001,51,2335.9,2024-09-06,Leeds
S-7668,D-4026,9,1967.61,2021-06-30,Birmingham
S-7669,D-1908,19,2084.62,2020-05-11,Leeds
S-7670,D-5201,89,4419.32,2024-02-18,Liverpool
S-7671,D-6106,97,1254.29,2020-03-02,Birmingham
S-7672,D-6770,73,4987.93,2020-06-20,Manchester
S-7673,D-8116,58,965.32,2020-09-17,Manchester
S-7674,D-6957,53,1312.51,2022-09-02,Birmingham
S-7675,D-9967,63,3262.88,2025-02-12,Manchester
S-7676,D-5153,49,328.91,2022-07-14,Birmingham
S-7677,D-9822,20,692.28,2020-07-16,Leeds
S-7678,D-7567,15,716.14,2023-06-18,London
S-7679,D-2679,82,2678.91,2023-02-03,Leeds
S-7680,D-9228,26,3182.53,2020-10-07,Manchester
S-7681,D-6179,43,536.88,2023-05-18,Birmingham
S-7682,D-2951,39,1511.81,2021-03-12,Manchester
S-7683,D-6701,81,3784.9,2022-01-03,Liverpool
S-7684,D-3713,42,632.19,2020-12-13,Leeds
S-7685,D-2689,52,766.68,2024-11-08,Manchester
S-7686,D-7797,97,1785.38,2024-04-03,Liverpool
S-7687,D-3579,9,352.65,2021-01-09,Manchester
S-7688,D-2743,36,3352.54,2024-06-09,Birmingham
S-7689,D-4334,93,2563.16,2024-12-08,Birmingham
S-7690,D-3742,30,2723.37,2024-06-19,Birmingham
S-7691,D-8013,16,3695.54,2022-02-21,Leeds
S-7692,D-703,45,1531.04,2024-03-22,Manchester
S-7693,D-3124,95,1586.44,2020-10-07,London
S-7694,D-1292,26,1804.93,2022-01-09,Birmingham
S-7695,D-9355,86,4148.34,2025-02-06,London
S-7696,D-661,66,3291.54,2021-01-14,London
S-7697,D-5349,81,2307.86,2022-08-31,Birmingham
S-7698,D-6703,25,2518.6,2022-10-20,Birmingham
S-7699,D-6644,88,3195.22,2024-12-20,Birmingham
S-7700,D-5262,39,3859.22,2023-04-26,Leeds
S-7701,D-1790,72,1254.93,2022-01-03,Leeds
S-7702,D-4351,83,3332.11,2023-08-06,Liverpool
S-7703,D-1031,74,1056.17,2021-11-08,London
S-7704,D-3827,76,4633.8,2021-03-24,London
S-7705,D-5050,92,3548.95,2020-11-27,Leeds
S-7706,D-3133,47,497.26,2021-06-28,Manchester
S-7707,D-346,32,1256.44,2021-10-27,Liverpool
S-7708,D-7346,9,4806.69,2022-05-02,Liverpool
S-7709,D-6508,23,4314.21,2023-09-27,Manchester
S-7710,D-8493,7,1822.47,2023-06-22,Leeds
S-7711,D-3780,5,1387.43,2022-03-01,Liverpool
S-7712,D-2463,67,3728.35,2025-01-05,Liverpool
S-7713,D-9459,99,717.5,2020-06-22,Birmingham
S-7714,D-8307,43,3437.09,2024-03-03,Liverpool
S-7715,D-7274,74,4434.2,2024-07-15,Liverpool
S-7716,D-6303,6,1572.57,2023-03-10,Leeds
S-7717,D-8968,40,3838.48,2020-12-16,London
S-7718,D-1407,7,2082.26,2022-09-10,Liverpool
S-7719,D-7069,100,274.33,2024-08-22,Manchester
S-7720,D-548,4,3095.46,2023-08-09,Birmingham
S-7721,D-5804,23,1603.68,2024-01-15,Birmingham
S-7722,D-1422,36,4543.62,2022-02-04,Liverpool
S-7723,D-9553,14,3903.02,2022-05-12,London
S-7724,D-1693,87,107.13,2021-03-26,London
S-7725,D-7714,58,4753.91,2023-02-01,Liverpool
S-7726,D-122,5,4597.39,2024-01-16,London
S-7727,D-2624,28,3267.54,2023-02-16,Liverpool
S-7728,D-4392,52,1964.94,2022-08-15,Leeds
S-7729,D-3049,92,3071.73,2020-03-06,London
S-7730,D-3896,33,1930.26,2020-04-18,Liverpool
S-7731,D-7009,24,580.96,2020-06-18,Birmingham
S-7732,D-3938,32,596.02,2022-01-14,Birmingham
S-7733,D-7233,63,573.22,2022-02-24,London
S-7734,D-4102,93,3952.53,2024-09-13,Manchester
S-7735,D-3523,32,1917.09,2023-04-10,Liverpool
S-7736,D-7578,28,4142.38,2022-08-18,Birmingham
S-7737,D-4086,10,1556.61,2023-02-01,Liverpool
S-7738,D-8751,27,382.72,2021-01-14,Manchester
S-7739,D-742,39,4772.82,2024-07-19,Manchester
S-7740,D-1104,82,4986.87,2022-01-04,Manchester
S-7741,D-3570,20,4034.34,2023-10-06,London
S-7742,D-1233,40,1742.26,2023-04-21,Birmingham
S-7743,D-8611,9,138.15,2020-01-25,Liverpool
S-7744,D-4306,38,1325.1,2023-05-05,Birmingham
S-7745,D-3159,81,2859.58,2022-03-04,Manchester
S-7746,D-4707,57,1427.12,2022-07-23,London
S-7747,D-1230,16,1433.46,2020-10-07,Manchester
S-7748,D-3088,66,4307.32,2022-01-01,London
S-7749,D-5644,74,4539.65,2022-07-13,Liverpool
S-7750,D-7890,62,3747.17,2021-10-15,Liverpool
S-7751,D-1955,51,4534.62,2021-05-12,Birmingham
S-7752,D-7168,21,4140.08,2023-09-25,Liverpool
S-7753,D-9201,10,4791.98,2022-09-12,Leeds
S-7754,D-2342,98,1866.73,2023-06-16,Liverpool
S-7755,D-6784,62,2199.26,2020-04-15,Liverpool
S-7756,D-2038,61,4401.5,2022-05-01,Liverpool
S-7757,D-1072,78,425.84,2020-09-05,Birmingham
S-7758,D-1781,85,1304.99,2024-03-07,Leeds
S-7759,D-4702,94,184.65,2024-01-03,London
S-7760,D-7558,94,4919.7,2023-07-07,Manchester
S-7761,D-6255,38,3798.5,2022-10-30,Birmingham
S-7762,D-2795,94,1706.5,2023-08-05,Manchester
S-7763,D-413,19,975.84,2020-11-07,Birmingham
S-7764,D-7295,83,228.85,2021-05-13,Birmingham
S-7765,D-3359,79,1539.33,2022-03-21,Liverpool
S-7766,D-4184,23,3181.66,2024-04-22,Liverpool
S-7767,D-7558,13,1850.84,2020-07-25,Liverpool
S-7768,D-8826,5,2465.35,2022-12-29,Manchester
S-7769,D-7889,14,908.48,2023-07-31,Manchester
S-7770,D-3752,64,3619.31,2025-02-13,Liverpool
S-7771,D-5633,18,1424.55,2024-08-28,Leeds
S-7772,D-5113,64,213.9,2022-10-12,Liverpool
S-7773,D-1984,35,824.18,2023-11-09,Liverpool
S-7774,D-4597,70,635.21,2020-03-25,Manchester
S-7775,D-5303,99,769.84,2020-06-10,Liverpool
S-7776,D-5718,18,1008.73,2021-07-24,Leeds
S-7777,D-6842,11,3001.28,2023-10-09,Liverpool
S-7778,D-5003,91,1190.12,2021-02-26,London
S-7779,D-7407,44,952.89,2020-01-10,Manchester
S-7780,D-3179,12,219.78,2023-05-29,London
S-7781,D-1053,62,4628.45,2021-09-13,Birmingham
S-7782,D-1601,99,1555.87,2022-08-07,Birmingham
S-7783,D-6496,44,4337.59,2022-09-01,Leeds
S-7784,D-8387,3,514.68,2024-11-23,Liverpool
S-7785,D-8746,94,3034.71,2020-09-12,Liverpool
S-7786,D-5355,63,3304.95,2020-12-10,Liverpool
S-7787,D-9707,88,2369.8,2021-05-05,Liverpool
S-7788,D-2886,73,3664.55,2022-02-14,Birmingham
S-7789,D-6628,54,2425.71,2024-05-23,London
S-7790,D-6594,31,1515.18,2021-02-08,Birmingham
S-7791,D-3792,11,3380.21,2025-01-19,Leeds
S-7792,D-7757,29,1273.3,2023-06-28,Birmingham
S-7793,D-309,19,2284.94,2022-09-19,London
S-7794,D-227,36,1118.83,2023-11-03,Liverpool
S-7795,D-8937,88,3615.8,2024-01-26,Leeds
S-7796,D-8564,8,2339.11,2021-02-18,Manchester
S-7797,D-9903,85,1645.37,2022-03-20,Birmingham
S-7798,D-4400,94,587.83,2021-06-22,London
S-7799,D-3664,36,1138.51,2025-01-16,Leeds
S-7800,D-8992,76,3704.02,2022-10-14,London
S-7801,D-3185,50,2555.57,2022-05-25,London
S-7802,D-743,11,2385.12,2021-09-09,Birmingham
S-7803,D-2042,80,2931.6,2020-09-19,Birmingham
S-7804,D-4886,54,2618.64,2023-07-11,Liverpool
S-7805,D-8963,90,4247.04,2023-02-16,Birmingham
S-7806,D-5996,83,1863.15,2021-07-19,Manchester
S-7807,D-7765,82,3745.99,2023-05-07,Leeds
S-7808,D-8309,41,4359.74,2023-03-18,Manchester
S-7809,D-1705,12,1881.13,2024-11-07,Liverpool
S-7810,D-6629,79,4656.6,2021-11-28,Leeds
S-7811,D-6120,51,1672.59,2020-03-05,London
S-7812,D-7104,51,1662.05,2020-03-12,Manchester
S-7813,D-161,22,1309.57,2024-10-01,Liverpool
S-7814,D-8505,62,1660.07,2021-12-11,Manchester
S-7815,D-8676,12,3213.49,2020-10-03,Birmingham
S-7816,D-774,36,3130.03,2023-12-07,Leeds
S-7817,D-4336,45,1768.8,2021-09-07,London
S-7818,D-1123,62,1643.13,2022-03-24,Birmingham
S-7819,D-8328,7,616.34,2021-06-08,Liverpool
S-7820,D-619,55,1528.41,2020-06-03,Liverpool
S-7821,D-2128,41,2162.92,2023-05-30,Liverpool
S-7822,D-4609,89,364.79,2023-08-25,Leeds
S-7823,D-4659,69,1275.55,2025-02-08,Manchester
S-7824,D-6589,89,2516.07,2022-03-19,Manchester
S-7825,D-3025,56,4460.51,2021-04-08,Leeds
S-7826,D-9106,100,1252.89,2020-10-03,Manchester
S-7827,D-8633,65,4925.11,2023-02-17,Leeds
S-7828,D-2794,56,2612.05,2021-06-12,Birmingham
S-7829,D-7082,21,2836.16,2024-10-28,London
S-7830,D-1075,99,2081.48,2020-12-30,Manchester
S-7831,D-7657,28,259.64,2020-02-13,Liverpool
S-7832,D-3363,57,4270.43,2024-06-21,Leeds
S-7833,D-4298,66,3286.62,2023-09-13,Liverpool
S-7834,D-6186,48,4649.51,2023-11-10,Manchester
S-7835,D-557,90,1562.21,2024-03-15,Liverpool
S-7836,D-8932,97,3716.79,2021-01-03,Manchester
S-7837,D-7496,58,1877.67,2021-11-28,London
S-7838,D-3565,60,4060.42,2021-09-23,Birmingham
S-7839,D-7110,13,3482.7,2021-08-15,London
S-7840,D-3304,87,2882.11,2022-04-07,Manchester
S-7841,D-1282,60,3418.97,2022-06-13,Birmingham
S-7842,D-4292,16,2937.06,2024-03-15,London
S-7843,D-9241,23,1316.3,2023-04-02,Manchester
S-7844,D-3198,9,2534.74,2021-02-08,Leeds
S-7845,D-1535,74,3527.71,2023-09-02,Liverpool
S-7846,D-8459,76,2912.47,2021-10-03,Leeds
S-7847,D-1399,74,338.92,2025-02-07,Birmingham
S-7848,D-3113,25,1699.36,2021-10-31,London
S-7849,D-7397,89,1841.85,2022-05-29,Birmingham
S-7850,D-2191,84,181.98,2021-08-11,London
S-7851,D-2486,78,2774.41,2023-07-23,Manchester
S-7852,D-9658,12,4352.83,2021-07-14,London
S-7853,D-3301,64,1090.19,2023-06-23,London
S-7854,D-8522,49,1764.81,2021-03-29,London
S-7855,D-114,93,1512.6,2020-03-30,Leeds
S-7856,D-5006,96,1430.6,2022-06-20,London
S-7857,D-5561,62,133.06,2022-03-24,Liverpool
S-7858,D-111,1,1671.05,2022-01-01,Liverpool
S-7859,D-3756,86,3561.85,2023-11-02,Liverpool
S-7860,D-54,97,3262.09,2022-02-10,Manchester
S-7861,D-8596,63,4848.03,2023-02-22,Liverpool
S-7862,D-3766,82,3054.98,2024-12-16,Leeds
S-7863,D-4542,2,1785.52,2023-11-24,Birmingham
S-7864,D-9301,1,2464.95,2020-09-23,Manchester
S-7865,D-1835,17,4246.99,2020-02-02,Manchester
S-7866,D-1326,22,4610.29,2023-12-27,Liverpool
S-7867,D-6584,83,2423.15,2021-02-17,Birmingham
S-7868,D-4690,57,3654.86,2022-10-01,Liverpool
S-7869,D-8030,74,4444.28,2023-05-20,Liverpool
S-7870,D-6758,55,3080.45,2021-10-21,London
S-7871,D-4180,100,1835.08,2023-04-06,London
S-7872,D-9514,21,4314.22,2023-08-08,Birmingham
S-7873,D-3030,95,2787.06,2025-01-29,Birmingham
S-7874,D-7820,36,4558.23,2022-03-07,Leeds
S-7875,D-3238,40,365.6,2020-08-14,Birmingham
S-7876,D-9190,44,579.08,2020-10-23,Leeds
S-7877,D-6671,24,2676.65,2024-09-26,Liverpool
S-7878,D-9093,57,1454.6,2020-07-01,Manchester
S-7879,D-1569,65,4995.26,2020-06-10,Leeds
S-7880,D-3334,38,993.06,2022-10-31,Birmingham
S-7881,D-3832,26,1875.75,2021-12-30,London
S-7882,D-7784,1,1383.02,2024-01-03,London
S-7883,D-2155,90,2502.84,2023-01-05,Leeds
S-7884,D-2644,2,359.15,2025-02-01,London
S-7885,D-7986,29,4567.72,2020-05-21,London
S-7886,D-9149,78,969.31,2020-01-17,London
S-7887,D-1692,70,4602.25,2022-02-27,Birmingham
S-7888,D-9147,64,1763.85,2024-04-16,Manchester
S-7889,D-1232,65,1277.42,2023-03-29,London
S-7890,D-5961,82,1085.95,2022-07-28,Manchester
S-7891,D-5659,97,2921.57,2023-05-11,Birmingham
S-7892,D-3401,6,1965.98,2023-02-26,London
S-7893,D-9497,54,1202.1,2021-02-14,Liverpool
S-7894,D-3038,37,273.97,2024-10-04,Liverpool
S-7895,D-5981,55,4393.95,2020-05-07,Liverpool
S-7896,D-8256,44,703.79,2024-12-08,Liverpool
S-7897,D-8765,73,1417.25,2021-07-11,Leeds
S-7898,D-4081,40,1560.6,2022-03-19,Liverpool
S-7899,D-560,95,2895.86,2021-06-11,London
S-7900,D-2866,77,301.81,2024-04-14,Leeds
S-7901,D-1448,12,3171.2,2024-03-11,Leeds
S-7902,D-3279,85,4720.88,2022-11-19,Liverpool
S-7903,D-6514,98,3193.81,2023-12-25,Liverpool
S-7904,D-7974,70,2005.89,2021-02-13,Birmingham
S-7905,D-1040,54,2033.63,2020-10-05,Birmingham
S-7906,D-6687,70,1019.08,2022-09-12,Manchester
S-7907,D-842,83,1601.23,2024-07-05,Manchester
S-7908,D-3908,94,2940.09,2023-09-07,Leeds
S-7909,D-4004,39,200.92,2021-03-16,Manchester
S-7910,D-8252,77,2172.63,2022-03-20,Liverpool
S-7911,D-5094,84,4347.81,2020-12-29,Manchester
S-7912,D-1191,66,4567.87,2022-08-31,Manchester
S-7913,D-7759,63,1067.0,2020-05-17,London
S-7914,D-8538,90,3056.79,2021-02-01,London
S-7915,D-7456,35,2134.76,2024-03-30,Liverpool
S-7916,D-6614,78,4343.32,2022-05-23,Birmingham
S-7917,D-219,91,1931.57,2023-01-25,Liverpool
S-7918,D-2532,25,1683.87,2023-08-29,Liverpool
S-7919,D-8371,90,2303.16,2022-05-29,London
S-7920,D-8080,23,1031.87,2022-03-28,Manchester
S-7921,D-5076,1,3635.24,2022-03-30,London
S-7922,D-9796,27,295.63,2024-05-25,London
S-7923,D-236,93,1858.07,2022-08-30,Liverpool
S-7924,D-7735,75,3224.4,2023-09-15,Liverpool
S-7925,D-2620,19,1041.1,2021-05-27,Liverpool
S-7926,D-6778,22,4998.39,2022-09-07,Manchester
S-7927,D-4111,49,4046.69,2024-03-06,Birmingham
S-7928,D-8696,71,1045.43,2021-04-14,Manchester
S-7929,D-8337,52,3042.67,2024-09-22,Manchester
S-7930,D-1163,65,3171.82,2023-09-29,Leeds
S-7931,D-63,61,3942.08,2020-06-14,Liverpool
S-7932,D-5547,4,461.72,2021-08-09,Birmingham
S-7933,D-497,83,862.09,2021-04-06,London
S-7934,D-4067,88,464.6,2020-06-18,Birmingham
S-7935,D-9629,27,329.59,2021-12-15,Birmingham
S-7936,D-1444,61,709.36,2021-07-23,London
S-7937,D-6840,47,3441.58,2020-04-21,Manchester
S-7938,D-7877,48,4992.7,2024-01-01,Liverpool
S-7939,D-8799,95,1162.8,2022-03-19,Birmingham
S-7940,D-1222,63,2496.57,2021-05-23,Liverpool
S-7941,D-2845,69,1036.7,2023-12-22,Leeds
S-7942,D-8702,48,3661.09,2023-09-17,Leeds
S-7943,D-8368,37,4837.34,2020-12-26,Leeds
S-7944,D-3987,42,2785.82,2024-03-17,London
S-7945,D-7279,62,4452.13,2020-05-06,Manchester
S-7946,D-9988,91,4741.04,2023-10-03,Liverpool
S-7947,D-3628,89,3729.6,2023-01-12,Manchester
S-7948,D-9859,50,3934.26,2024-10-08,London
S-7949,D-8849,42,2839.25,2024-02-16,Leeds
S-7950,D-5390,28,3943.07,2023-11-23,Leeds
S-7951,D-9296,1,2630.95,2024-03-11,Manchester
S-7952,D-3659,75,4308.44,2020-12-15,Birmingham
S-7953,D-949,19,3487.43,2021-04-04,Manchester
S-7954,D-9113,34,2804.71,2021-01-19,Birmingham
S-7955,D-2544,96,4626.15,2022-12-22,London
S-7956,D-3012,54,4593.52,2020-10-17,Manchester
S-7957,D-7341,37,3498.56,2021-09-24,London
S-7958,D-8469,27,2139.93,2022-06-01,Leeds
S-7959,D-1580,3,1989.28,2021-07-15,Leeds
S-7960,D-4488,65,2206.36,2021-06-06,Liverpool
S-7961,D-6975,15,3337.94,2024-04-29,Birmingham
S-7962,D-9375,29,1561.92,2022-04-27,Birmingham
S-7963,D-5708,17,1079.66,2024-10-15,Birmingham
S-7964,D-4095,20,1061.59,2024-12-24,Liverpool
S-7965,D-9725,23,533.26,2021-10-21,Liverpool
S-7966,D-5189,45,1670.17,2024-12-18,London
S-7967,D-4016,59,3027.3,2020-01-13,London
S-7968,D-6910,48,1147.64,2024-06-22,Birmingham
S-7969,D-9668,3,4504.23,2024-11-08,Liverpool
S-7970,D-8464,34,423.53,2021-07-15,Birmingham
S-7971,D-2436,10,981.65,2023-07-17,Leeds
S-7972,D-3981,18,787.32,2020-08-26,Liverpool
S-7973,D-2857,21,1537.71,2022-02-03,London
S-7974,D-701,54,3756.04,2024-03-27,London
S-7975,D-7188,51,629.6,2020-10-19,Manchester
S-7976,D-2743,40,4572.44,2022-10-18,Leeds
S-7977,D-4924,97,366.88,2020-03-21,London
S-7978,D-8384,31,1593.93,2022-06-02,Leeds
S-7979,D-6789,89,4979.29,2021-01-14,Liverpool
S-7980,D-1625,48,1228.03,2023-05-09,London
S-7981,D-1401,94,1945.35,2023-03-06,Manchester
S-7982,D-5582,98,3146.16,2025-01-08,Birmingham
S-7983,D-7075,1,3046.5,2020-11-25,London
S-7984,D-2610,74,1399.49,2022-10-02,London
S-7985,D-3788,36,3316.43,2021-04-22,Liverpool
S-7986,D-852,41,2624.74,2020-03-30,Manchester
S-7987,D-6371,48,1481.22,2020-09-08,Leeds
S-7988,D-8165,95,3003.45,2023-11-30,Liverpool
S-7989,D-9053,83,4097.46,2024-01-30,London
S-7990,D-482,83,4301.07,2023-11-11,London
S-7991,D-1058,57,971.89,2022-04-16,London
S-7992,D-9438,30,1900.85,2025-01-20,London
S-7993,D-4579,13,2634.49,2020-01-19,Leeds
S-7994,D-6320,37,542.78,2022-10-20,Manchester
S-7995,D-8049,99,4577.78,2020-05-16,London
S-7996,D-613,73,3876.02,2023-11-08,London
S-7997,D-1387,20,3364.15,2022-10-06,Birmingham
S-7998,D-4538,85,1906.72,2024-11-03,Manchester
S-7999,D-1270,55,1478.47,2021-02-05,Birmingham
S-8000,D-2465,55,2124.73,2021-10-18,Manchester
S-8001,D-9198,23,4340.12,2020-05-31,Liverpool
S-8002,D-15,19,272.84,2022-05-29,Leeds
S-8003,D-4184,85,994.21,2022-10-01,London
S-8004,D-4831,33,1200.73,2020-06-21,London
S-8005,D-7169,63,895.74,2020-08-07,Birmingham
S-8006,D-1724,57,647.09,2024-08-26,Liverpool
S-8007,D-2597,55,3630.5,2025-02-14,London
S-8008,D-609,1,764.91,2023-03-30,Leeds
S-8009,D-9206,26,3316.34,2020-10-14,Leeds
S-8010,D-3303,72,4803.08,2023-05-24,Liverpool
S-8011,D-6879,20,4324.24,2022-03-03,Manchester
S-8012,D-2100,88,396.65,2021-07-07,Leeds
S-8013,D-4669,65,641.41,2022-01-15,Birmingham
S-8014,D-8987,8,1222.66,2023-05-24,London
S-8015,D-7315,62,1838.76,2020-10-04,Leeds
S-8016,D-5040,9,3479.23,2020-03-04,Liverpool
S-8017,D-8255,8,1881.0,2021-10-08,Manchester
S-8018,D-5403,7,341.67,2021-05-21,Leeds
S-8019,D-6598,19,566.27,2023-04-22,Birmingham
S-8020,D-3045,33,2765.05,2023-06-04,London
S-8021,D-3508,41,4144.68,2022-06-04,Leeds
S-8022,D-7352,68,4668.66,2021-04-23,Birmingham
S-8023,D-8922,99,2385.72,2021-01-09,Birmingham
S-8024,D-9113,92,3414.59,2022-07-16,Liverpool
S-8025,D-6976,68,1946.81,2024-03-05,Birmingham
S-8026,D-1151,87,4365.76,2023-09-05,Liverpool
S-8027,D-7859,98,1574.25,2022-08-21,Leeds
S-8028,D-3627,55,1992.35,2025-02-18,London
S-8029,D-2129,35,2154.58,2021-02-11,Birmingham
S-8030,D-7408,15,1549.66,2023-01-20,Liverpool
S-8031,D-7524,81,1210.38,2020-10-25,Leeds
S-8032,D-6673,59,2522.93,2023-02-15,Manchester
S-8033,D-416,84,3834.69,2024-05-11,Manchester
S-8034,D-6816,76,115.19,2021-09-12,Manchester
S-8035,D-3085,31,1360.2,2024-03-01,London
S-8036,D-5437,77,3859.97,2023-10-15,Leeds
S-8037,D-1086,78,539.99,2023-04-20,Manchester
S-8038,D-3936,50,177.77,2024-01-20,Leeds
S-8039,D-6679,79,297.32,2022-04-14,Birmingham
S-8040,D-9132,62,3195.23,2024-10-15,Liverpool
S-8041,D-9323,78,975.51,2025-02-08,Liverpool
S-8042,D-9538,32,4348.16,2023-08-07,Leeds
S-8043,D-807,85,4478.33,2020-10-07,Birmingham
S-8044,D-6991,97,3127.82,2023-08-05,Manchester
S-8045,D-5894,82,1094.2,2023-02-18,Leeds
S-8046,D-7775,29,1675.92,2021-08-01,Leeds
S-8047,D-4781,97,2986.23,2023-09-10,Manchester
S-8048,D-1220,79,1367.4,2023-08-16,Manchester
S-8049,D-6765,99,4771.66,2020-10-15,Birmingham
S-8050,D-9727,26,2677.76,2020-05-05,Liverpool
S-8051,D-8992,32,1859.7,2024-05-13,Manchester
S-8052,D-4113,65,2082.47,2022-11-27,Birmingham
S-8053,D-3594,26,784.32,2023-12-11,London
S-8054,D-6803,93,835.41,2021-11-27,Leeds
