Drug_ID,Category,Manufacturer,Dosage_mg,Price_per_Unit,Drug_Name
D-7091,Cardiovascular,AstraZeneca,267,262.92,Ramipril
D-7092,Diabetes,Moderna,113,364.92,Glipizide
D-7093,Antibiotic,Merck,48,405.72,Doxycycline
D-7094,Antifungal,GSK,51,158.31,Fluconazole
D-7095,Antifungal,GSK,352,412.86,Itraconazole
D-7096,Antibiotic,Novartis,108,483.75,Azithromycin
D-7097,Antifungal,Novartis,426,90.88,Terbinafine
D-7098,Antibiotic,Novartis,323,323.63,Doxycycline
D-7099,Antiviral,Pfizer,181,474.44,Zidovudine
D-7100,Cardiovascular,AstraZeneca,431,171.28,Metoprolol
D-7101,Painkiller,AstraZeneca,431,476.16,Paracetamol
D-7102,Cardiovascular,Roche,447,36.91,Losartan
D-7103,Diabetes,AstraZeneca,23,274.16,Metformin
D-7104,Antidepressant,Moderna,34,471.95,Amitriptyline
D-7105,Antiviral,Roche,494,379.22,Oseltamivir
D-7106,Antidepressant,Novartis,43,314.37,Escitalopram
D-7107,Antibiotic,GSK,202,30.03,Azithromycin
D-7108,Painkiller,AstraZeneca,280,371.1,Codeine
D-7109,Antiviral,Merck,38,29.44,Lopinavir
D-7110,Cardiovascular,Roche,323,134.94,Amlodipine
D-7111,Antifungal,Moderna,341,114.21,Ketoconazole
D-7112,Antidepressant,GSK,152,224.52,Sertraline
D-7113,Antidepressant,Merck,51,215.23,Escitalopram
D-7114,Diabetes,Moderna,160,125.01,Glipizide
D-7115,Antifungal,AstraZeneca,332,211.65,Clotrimazole
D-7116,Antiviral,Moderna,320,89.34,Remdesivir
D-7117,Antifungal,Novartis,47,458.51,Ketoconazole
D-7118,Antidepressant,Roche,449,17.24,Escitalopram
D-7119,Antifungal,Moderna,387,395.49,Clotrimazole
D-7120,Antidepressant,AstraZeneca,174,45.76,Escitalopram
D-7121,Cardiovascular,AstraZeneca,37,492.6,Atorvastatin
D-7122,Antiviral,Pfizer,242,338.82,Zidovudine
D-7123,Diabetes,AstraZeneca,218,217.4,Canagliflozin
D-7124,Painkiller,Roche,406,38.06,Tramadol
D-7125,Antiviral,GSK,100,427.26,Zidovudine
D-7126,Antifungal,Novartis,451,433.28,Itraconazole
D-7127,Diabetes,Roche,332,288.18,Sitagliptin
D-7128,Antifungal,Moderna,277,391.01,Terbinafine
D-7129,Antiviral,Novartis,110,447.59,Lopinavir
D-7130,Painkiller,Merck,456,490.79,Tramadol
D-7131,Antidepressant,Merck,308,385.71,Mirtazapine
D-7132,Antifungal,Novartis,496,424.17,Ketoconazole
D-7133,Antifungal,Pfizer,236,436.55,Ketoconazole
D-7134,Antiviral,Moderna,338,456.12,Oseltamivir
D-7135,Antidepressant,Roche,220,114.04,Sertraline
D-7136,Antidepressant,Novartis,331,496.79,Sertraline
D-7137,Antifungal,GSK,83,432.27,Itraconazole
D-7138,Antidepressant,AstraZeneca,35,48.7,Fluoxetine
D-7139,Diabetes,Roche,383,489.84,Metformin
D-7140,Cardiovascular,GSK,198,342.04,Amlodipine
D-7141,Antiviral,GSK,122,473.7,Oseltamivir
D-7142,Cardiovascular,AstraZeneca,336,338.8,Ramipril
D-7143,Painkiller,Novartis,153,372.13,Aspirin
D-7144,Diabetes,AstraZeneca,148,9.14,Sitagliptin
D-7145,Diabetes,Novartis,18,308.37,Metformin
D-7146,Cardiovascular,Novartis,468,251.11,Atorvastatin
D-7147,Antibiotic,Novartis,263,105.39,Azithromycin
D-7148,Cardiovascular,Novartis,235,226.69,Amlodipine
D-7149,Painkiller,Novartis,236,254.4,Codeine
D-7150,Antiviral,Pfizer,316,489.47,Oseltamivir
D-7151,Diabetes,Roche,154,51.86,Sitagliptin
D-7152,Cardiovascular,Pfizer,210,294.34,Amlodipine
D-7153,Painkiller,Merck,93,66.77,Codeine
D-7154,Antibiotic,Novartis,39,157.67,Levofloxacin
D-7155,Painkiller,Pfizer,375,335.3,Paracetamol
D-7156,Antifungal,Merck,492,305.17,Clotrimazole
D-7157,Antiviral,Moderna,239,239.81,Oseltamivir
D-7158,Diabetes,Roche,463,207.05,Metformin
D-7159,Antidepressant,AstraZeneca,81,432.44,Escitalopram
D-7160,Diabetes,Merck,381,325.58,Canagliflozin
D-7161,Antifungal,Moderna,216,379.95,Itraconazole
D-7162,Antifungal,Roche,400,56.4,Itraconazole
D-7163,Cardiovascular,Roche,451,407.09,Metoprolol
D-7164,Cardiovascular,AstraZeneca,220,216.43,Atorvastatin
D-7165,Cardiovascular,Moderna,353,346.59,Ramipril
D-7166,Antibiotic,Roche,76,53.66,Ceftriaxone
D-7167,Painkiller,Roche,315,250.14,Aspirin
D-7168,Antiviral,Roche,80,202.07,Remdesivir
D-7169,Cardiovascular,AstraZeneca,186,449.48,Losartan
D-7170,Antibiotic,Pfizer,19,330.81,Ceftriaxone
D-7171,Diabetes,Merck,294,273.63,Insulin
D-7172,Antibiotic,Merck,418,479.3,Doxycycline
D-7173,Diabetes,Novartis,57,207.54,Glipizide
D-7174,Painkiller,Moderna,391,121.91,Codeine
D-7175,Antiviral,Novartis,456,274.65,Oseltamivir
D-7176,Antifungal,GSK,261,453.5,Clotrimazole
D-7177,Antiviral,Pfizer,381,335.05,Lopinavir
D-7178,Antibiotic,Novartis,330,17.16,Levofloxacin
D-7179,Antibiotic,Merck,432,365.71,Ceftriaxone
D-7180,Antidepressant,Merck,252,201.27,Amitriptyline
D-7181,Painkiller,Merck,482,389.09,Paracetamol
D-7182,Antidepressant,Roche,206,321.74,Sertraline
D-7183,Antibiotic,Novartis,482,232.65,Amoxicillin
D-7184,Antifungal,Merck,34,203.75,Fluconazole
D-7185,Antibiotic,Pfizer,92,298.1,Levofloxacin
D-7186,Cardiovascular,Pfizer,299,96.12,Metoprolol
D-7187,Antiviral,Pfizer,368,218.97,Zidovudine
D-7188,Antiviral,AstraZeneca,487,224.71,Oseltamivir
D-7189,Antifungal,Merck,318,416.25,Ketoconazole
D-7190,Cardiovascular,GSK,44,259.86,Losartan
D-7191,Antifungal,Pfizer,403,287.09,Ketoconazole
D-7192,Antidepressant,AstraZeneca,408,345.45,Escitalopram
D-7193,Cardiovascular,Roche,144,226.54,Metoprolol
D-7194,Antifungal,Pfizer,21,201.56,Fluconazole
D-7195,Antibiotic,Merck,213,475.05,Doxycycline
D-7196,Diabetes,AstraZeneca,489,494.81,Glipizide
D-7197,Diabetes,Roche,278,165.81,Insulin
D-7198,Painkiller,Novartis,355,97.69,Paracetamol
D-7199,Cardiovascular,GSK,283,458.8,Metoprolol
D-7200,Antiviral,AstraZeneca,144,303.1,Acyclovir
D-7201,Antiviral,Merck,44,446.54,Acyclovir
D-7202,Antibiotic,Pfizer,109,271.2,Doxycycline
D-7203,Painkiller,Pfizer,111,306.55,Codeine
D-7204,Diabetes,GSK,113,234.58,Sitagliptin
D-7205,Cardiovascular,Roche,242,292.49,Ramipril
D-7206,Diabetes,GSK,128,124.71,Canagliflozin
D-7207,Antifungal,Roche,55,162.41,Terbinafine
D-7208,Antidepressant,GSK,489,270.05,Amitriptyline
D-7209,Painkiller,GSK,77,72.11,Aspirin
D-7210,Antibiotic,Pfizer,498,173.99,Levofloxacin
D-7211,Diabetes,GSK,486,240.93,Metformin
D-7212,Antifungal,Moderna,170,235.1,Ketoconazole
D-7213,Antifungal,Roche,193,219.75,Fluconazole
D-7214,Antifungal,Moderna,376,487.39,Clotrimazole
D-7215,Cardiovascular,Roche,486,418.79,Losartan
D-7216,Painkiller,GSK,97,193.19,Tramadol
D-7217,Antifungal,Novartis,113,17.34,Fluconazole
D-7218,Painkiller,Moderna,186,420.11,Codeine
D-7219,Cardiovascular,Moderna,478,456.51,Metoprolol
D-7220,Antibiotic,GSK,215,187.83,Levofloxacin
D-7221,Antidepressant,GSK,65,372.32,Mirtazapine
D-7222,Painkiller,Merck,249,17.2,Tramadol
D-7223,Cardiovascular,Moderna,288,19.52,Ramipril
D-7224,Antibiotic,AstraZeneca,484,40.86,Levofloxacin
D-7225,Painkiller,GSK,50,356.74,Ibuprofen
D-7226,Antibiotic,AstraZeneca,247,467.86,Doxycycline
D-7227,Antidepressant,GSK,15,66.78,Amitriptyline
D-7228,Diabetes,Pfizer,114,223.2,Canagliflozin
D-7229,Antiviral,Merck,444,446.51,Acyclovir
D-7230,Antidepressant,Novartis,470,391.45,Escitalopram
D-7231,Cardiovascular,Roche,474,168.18,Metoprolol
D-7232,Antiviral,GSK,94,277.96,Oseltamivir
D-7233,Antiviral,Moderna,357,98.29,Remdesivir
D-7234,Antifungal,Pfizer,62,39.64,Terbinafine
D-7235,Painkiller,Pfizer,50,412.37,Paracetamol
D-7236,Antifungal,Pfizer,318,297.16,Fluconazole
D-7237,Antibiotic,Moderna,93,474.76,Azithromycin
D-7238,Cardiovascular,Roche,10,179.48,Atorvastatin
D-7239,Cardiovascular,Pfizer,204,201.26,Atorvastatin
D-7240,Antibiotic,Roche,67,401.71,Levofloxacin
D-7241,Antibiotic,Pfizer,122,269.52,Ceftriaxone
D-7242,Antifungal,Moderna,394,223.49,Clotrimazole
D-7243,Antidepressant,Moderna,226,325.9,Fluoxetine
D-7244,Cardiovascular,Pfizer,131,421.55,Losartan
D-7245,Diabetes,Novartis,432,157.64,Insulin
D-7246,Antifungal,Pfizer,272,217.12,Fluconazole
D-7247,Antifungal,Merck,352,32.76,Clotrimazole
D-7248,Antidepressant,Roche,172,327.49,Escitalopram
D-7249,Antidepressant,Novartis,77,388.06,Amitriptyline
D-7250,Diabetes,Novartis,249,7.16,Glipizide
D-7251,Antidepressant,Pfizer,263,303.72,Sertraline
D-7252,Painkiller,Pfizer,289,134.64,Tramadol
D-7253,Antifungal,AstraZeneca,303,299.21,Fluconazole
D-7254,Painkiller,Novartis,186,321.11,Ibuprofen
D-7255,Antiviral,Novartis,202,263.81,Zidovudine
D-7256,Antiviral,Moderna,72,226.37,Remdesivir
D-7257,Antifungal,Merck,107,418.46,Terbinafine
D-7258,Antibiotic,Moderna,121,248.18,Amoxicillin
D-7259,Antidepressant,Merck,239,321.53,Amitriptyline
D-7260,Painkiller,Merck,48,496.25,Paracetamol
D-7261,Antiviral,Roche,466,315.1,Oseltamivir
D-7262,Antifungal,AstraZeneca,351,323.07,Ketoconazole
D-7263,Antibiotic,Merck,289,388.1,Doxycycline
D-7264,Antifungal,Roche,161,296.88,Ketoconazole
D-7265,Antibiotic,GSK,167,13.92,Ceftriaxone
D-7266,Antifungal,Novartis,145,55.33,Clotrimazole
D-7267,Antidepressant,Merck,313,439.21,Fluoxetine
D-7268,Antidepressant,GSK,35,173.25,Fluoxetine
D-7269,Antibiotic,Roche,381,11.53,Doxycycline
D-7270,Diabetes,Pfizer,96,323.65,Sitagliptin
D-7271,Antifungal,Novartis,452,198.76,Itraconazole
D-7272,Antidepressant,Moderna,306,314.65,Escitalopram
D-7273,Antifungal,GSK,175,249.24,Fluconazole
D-7274,Diabetes,Pfizer,34,89.6,Glipizide
D-7275,Diabetes,Moderna,82,378.35,Insulin
D-7276,Antifungal,Moderna,452,16.36,Itraconazole
D-7277,Antidepressant,Merck,212,332.48,Fluoxetine
D-7278,Cardiovascular,GSK,160,302.36,Amlodipine
D-7279,Antiviral,GSK,271,78.87,Oseltamivir
D-7280,Antiviral,Moderna,32,94.67,Acyclovir
D-7281,Antifungal,Moderna,428,117.4,Ketoconazole
D-7282,Antiviral,Roche,58,98.57,Oseltamivir
D-7283,Diabetes,GSK,230,304.34,Metformin
D-7284,Painkiller,GSK,151,411.32,Aspirin
D-7285,Diabetes,Roche,155,318.82,Glipizide
D-7286,Antidepressant,Moderna,37,12.76,Sertraline
D-7287,Diabetes,Novartis,131,88.23,Metformin
D-7288,Antiviral,Novartis,241,25.71,Oseltamivir
D-7289,Cardiovascular,AstraZeneca,114,392.32,Ramipril
D-7290,Antiviral,AstraZeneca,359,251.75,Oseltamivir
D-7291,Antifungal,GSK,138,101.8,Ketoconazole
D-7292,Diabetes,Pfizer,435,470.51,Metformin
D-7293,Antibiotic,Roche,62,407.13,Ceftriaxone
D-7294,Antiviral,Novartis,213,393.82,Oseltamivir
D-7295,Antibiotic,AstraZeneca,250,452.83,Ceftriaxone
D-7296,Antidepressant,GSK,283,327.35,Sertraline
D-7297,Antibiotic,AstraZeneca,65,214.62,Azithromycin
D-7298,Antiviral,Novartis,484,133.48,Zidovudine
D-7299,Cardiovascular,Novartis,82,403.44,Ramipril
D-7300,Diabetes,GSK,473,228.36,Insulin
D-7301,Painkiller,Merck,247,123.41,Paracetamol
D-7302,Cardiovascular,Pfizer,389,472.87,Atorvastatin
D-7303,Cardiovascular,Novartis,414,368.71,Amlodipine
D-7304,Painkiller,Novartis,265,147.7,Ibuprofen
D-7305,Diabetes,Merck,351,17.32,Insulin
D-7306,Antidepressant,Novartis,272,405.44,Sertraline
D-7307,Antiviral,Moderna,97,249.93,Remdesivir
D-7308,Antidepressant,Pfizer,478,392.04,Escitalopram
D-7309,Antifungal,AstraZeneca,105,50.55,Ketoconazole
D-7310,Antifungal,Novartis,48,322.79,Itraconazole
D-7311,Antibiotic,Pfizer,17,142.16,Ceftriaxone
D-7312,Cardiovascular,Roche,436,198.56,Losartan
D-7313,Diabetes,Novartis,92,333.36,Glipizide
D-7314,Antidepressant,Pfizer,337,300.79,Fluoxetine
D-7315,Painkiller,Roche,57,451.14,Tramadol
D-7316,Antidepressant,AstraZeneca,459,340.75,Escitalopram
D-7317,Antibiotic,Pfizer,261,454.62,Azithromycin
D-7318,Antiviral,GSK,467,131.58,Remdesivir
D-7319,Cardiovascular,GSK,430,361.58,Metoprolol
D-7320,Cardiovascular,GSK,311,273.66,Atorvastatin
D-7321,Diabetes,Roche,284,249.01,Metformin
D-7322,Antidepressant,Novartis,433,108.1,Amitriptyline
D-7323,Antibiotic,Pfizer,103,324.74,Amoxicillin
D-7324,Antifungal,AstraZeneca,62,130.31,Clotrimazole
D-7325,Painkiller,Moderna,331,189.48,Tramadol
D-7326,Antiviral,Novartis,109,130.92,Lopinavir
D-7327,Antidepressant,GSK,143,363.65,Mirtazapine
D-7328,Antidepressant,Novartis,275,143.94,Escitalopram
D-7329,Painkiller,AstraZeneca,486,329.38,Aspirin
D-7330,Antifungal,Pfizer,224,448.68,Ketoconazole
D-7331,Antidepressant,Moderna,97,487.72,Amitriptyline
D-7332,Painkiller,AstraZeneca,303,333.02,Paracetamol
D-7333,Cardiovascular,Roche,289,212.32,Ramipril
D-7334,Cardiovascular,Merck,184,464.1,Amlodipine
D-7335,Painkiller,Merck,386,259.49,Aspirin
D-7336,Antiviral,Roche,434,334.8,Remdesivir
D-7337,Cardiovascular,Moderna,261,436.93,Losartan
D-7338,Painkiller,AstraZeneca,411,255.8,Codeine
D-7339,Painkiller,GSK,384,394.34,Aspirin
D-7340,Cardiovascular,Roche,361,282.97,Ramipril
D-7341,Painkiller,Novartis,320,428.79,Ibuprofen
D-7342,Diabetes,Roche,234,332.37,Sitagliptin
D-7343,Antidepressant,Pfizer,129,463.78,Mirtazapine
D-7344,Painkiller,Moderna,398,329.18,Ibuprofen
D-7345,Painkiller,GSK,228,472.63,Tramadol
D-7346,Painkiller,Moderna,453,316.84,Aspirin
D-7347,Diabetes,AstraZeneca,433,428.06,Metformin
D-7348,Painkiller,GSK,128,416.9,Tramadol
D-7349,Diabetes,GSK,457,111.84,Metformin
D-7350,Antifungal,Roche,431,489.43,Clotrimazole
D-7351,Antidepressant,AstraZeneca,286,415.79,Mirtazapine
D-7352,Painkiller,Novartis,134,261.2,Tramadol
D-7353,Diabetes,GSK,458,123.97,Glipizide
D-7354,Antibiotic,Merck,68,19.5,Amoxicillin
D-7355,Antibiotic,Merck,444,333.18,Azithromycin
D-7356,Antibiotic,Moderna,273,233.06,Azithromycin
D-7357,Cardiovascular,AstraZeneca,100,185.63,Losartan
D-7358,Cardiovascular,Merck,288,238.14,Losartan
D-7359,Antiviral,Merck,358,462.53,Remdesivir
D-7360,Antifungal,GSK,173,451.04,Terbinafine
D-7361,Antibiotic,AstraZeneca,219,148.91,Doxycycline
D-7362,Diabetes,Novartis,24,83.74,Canagliflozin
D-7363,Diabetes,Pfizer,183,442.49,Insulin
D-7364,Antifungal,Merck,127,207.21,Clotrimazole
D-7365,Antibiotic,GSK,303,403.07,Levofloxacin
D-7366,Diabetes,Novartis,394,282.62,Metformin
D-7367,Antiviral,Novartis,240,330.16,Acyclovir
D-7368,Antidepressant,Novartis,388,326.17,Escitalopram
D-7369,Antifungal,Roche,21,153.88,Ketoconazole
D-7370,Antidepressant,GSK,262,436.28,Mirtazapine
D-7371,Antiviral,Moderna,412,365.76,Lopinavir
D-7372,Antifungal,Roche,369,498.42,Fluconazole
D-7373,Diabetes,GSK,311,346.8,Glipizide
D-7374,Antidepressant,Roche,288,433.93,Sertraline
D-7375,Antiviral,Merck,378,20.68,Zidovudine
D-7376,Painkiller,GSK,335,16.77,Aspirin
D-7377,Diabetes,Roche,229,363.41,Metformin
D-7378,Antifungal,AstraZeneca,216,156.27,Itraconazole
D-7379,Antidepressant,Moderna,358,400.86,Mirtazapine
D-7380,Antiviral,GSK,484,183.78,Oseltamivir
D-7381,Painkiller,AstraZeneca,70,361.76,Tramadol
D-7382,Diabetes,Roche,242,299.96,Sitagliptin
D-7383,Antifungal,Roche,254,268.35,Ketoconazole
D-7384,Painkiller,AstraZeneca,368,203.44,Aspirin
D-7385,Antibiotic,Roche,41,86.77,Doxycycline
D-7386,Antifungal,Roche,216,412.25,Clotrimazole
D-7387,Diabetes,Merck,450,30.31,Insulin
D-7388,Antiviral,Novartis,490,102.55,Remdesivir
D-7389,Antiviral,Pfizer,264,90.25,Acyclovir
D-7390,Antifungal,Pfizer,130,492.98,Clotrimazole
D-7391,Antibiotic,Pfizer,470,303.74,Ceftriaxone
D-7392,Antifungal,Merck,217,102.09,Itraconazole
D-7393,Antidepressant,GSK,275,27.61,Amitriptyline
D-7394,Antiviral,Moderna,409,236.38,Zidovudine
D-7395,Diabetes,Moderna,423,117.5,Glipizide
D-7396,Cardiovascular,Pfizer,85,370.46,Amlodipine
D-7397,Diabetes,GSK,450,453.96,Glipizide
D-7398,Painkiller,Pfizer,415,423.05,Tramadol
D-7399,Antiviral,Novartis,17,297.19,Zidovudine
D-7400,Antibiotic,GSK,196,138.47,Doxycycline
D-7401,Cardiovascular,Novartis,401,395.29,Ramipril
D-7402,Antifungal,AstraZeneca,11,175.95,Ketoconazole
D-7403,Antiviral,Merck,202,316.3,Oseltamivir
D-7404,Antidepressant,Moderna,286,344.38,Escitalopram
D-7405,Cardiovascular,Merck,83,124.64,Metoprolol
D-7406,Antibiotic,Merck,53,463.06,Doxycycline
D-7407,Antibiotic,GSK,347,36.4,Amoxicillin
D-7408,Cardiovascular,Merck,440,73.17,Atorvastatin
D-7409,Painkiller,Moderna,97,281.75,Codeine
D-7410,Antiviral,Pfizer,102,178.83,Oseltamivir
D-7411,Antifungal,Moderna,124,180.4,Itraconazole
D-7412,Antibiotic,GSK,332,339.91,Levofloxacin
D-7413,Antidepressant,Novartis,188,346.12,Mirtazapine
D-7414,Antidepressant,Merck,177,319.83,Mirtazapine
D-7415,Antifungal,Novartis,355,153.45,Ketoconazole
D-7416,Diabetes,Pfizer,91,175.03,Sitagliptin
D-7417,Antidepressant,Pfizer,54,330.68,Escitalopram
D-7418,Painkiller,Roche,211,479.91,Tramadol
D-7419,Antifungal,AstraZeneca,357,51.64,Itraconazole
D-7420,Antidepressant,Pfizer,457,108.81,Fluoxetine
D-7421,Painkiller,Pfizer,347,117.35,Codeine
D-7422,Antidepressant,Merck,197,37.04,Escitalopram
D-7423,Antiviral,GSK,17,454.88,Remdesivir
D-7424,Antifungal,Pfizer,407,300.33,Ketoconazole
D-7425,Antidepressant,Novartis,181,387.03,Amitriptyline
D-7426,Antidepressant,Merck,286,344.9,Amitriptyline
D-7427,Painkiller,AstraZeneca,239,343.85,Tramadol
D-7428,Antiviral,Roche,489,413.06,Acyclovir
D-7429,Antiviral,GSK,63,376.55,Lopinavir
D-7430,Painkiller,Merck,361,312.12,Aspirin
D-7431,Antiviral,Pfizer,145,417.06,Remdesivir
D-7432,Cardiovascular,Moderna,217,168.65,Metoprolol
D-7433,Diabetes,AstraZeneca,301,43.94,Metformin
D-7434,Antidepressant,Pfizer,86,362.17,Mirtazapine
D-7435,Antidepressant,GSK,385,453.3,Sertraline
D-7436,Diabetes,Novartis,47,60.28,Insulin
D-7437,Antiviral,Novartis,277,123.31,Oseltamivir
D-7438,Antidepressant,Moderna,343,179.53,Sertraline
D-7439,Antiviral,GSK,404,19.45,Remdesivir
D-7440,Painkiller,Roche,489,496.91,Paracetamol
D-7441,Antifungal,Roche,99,87.6,Itraconazole
D-7442,Painkiller,Moderna,47,182.2,Ibuprofen
D-7443,Antifungal,Moderna,302,443.04,Clotrimazole
D-7444,Cardiovascular,AstraZeneca,81,409.47,Amlodipine
D-7445,Painkiller,Novartis,177,78.75,Aspirin
D-7446,Diabetes,Novartis,300,219.89,Insulin
D-7447,Antibiotic,GSK,213,339.44,Levofloxacin
D-7448,Cardiovascular,AstraZeneca,243,453.52,Metoprolol
D-7449,Antidepressant,Moderna,396,404.03,Sertraline
D-7450,Diabetes,Moderna,314,175.25,Metformin
D-7451,Painkiller,GSK,498,347.49,Codeine
D-7452,Antifungal,Moderna,30,264.17,Fluconazole
D-7453,Antiviral,Novartis,295,250.48,Lopinavir
D-7454,Diabetes,Merck,312,266.62,Canagliflozin
D-7455,Antiviral,Roche,283,279.23,Acyclovir
D-7456,Painkiller,Merck,405,340.06,Ibuprofen
D-7457,Painkiller,Merck,359,177.54,Aspirin
D-7458,Diabetes,Moderna,147,174.4,Sitagliptin
D-7459,Cardiovascular,Pfizer,130,44.72,Atorvastatin
D-7460,Painkiller,Roche,230,317.8,Codeine
D-7461,Antiviral,Pfizer,329,218.54,Lopinavir
D-7462,Diabetes,GSK,321,25.28,Insulin
D-7463,Antibiotic,GSK,287,303.8,Ceftriaxone
D-7464,Painkiller,Pfizer,157,454.88,Ibuprofen
D-7465,Antiviral,Moderna,411,45.01,Remdesivir
D-7466,Antiviral,Pfizer,289,119.91,Oseltamivir
D-7467,Painkiller,Merck,454,51.41,Codeine
D-7468,Diabetes,Moderna,18,240.94,Glipizide
D-7469,Cardiovascular,Pfizer,497,451.43,Losartan
D-7470,Antifungal,AstraZeneca,91,155.7,Fluconazole
D-7471,Antifungal,Merck,74,415.25,Itraconazole
D-7472,Cardiovascular,Novartis,466,159.77,Atorvastatin
D-7473,Antidepressant,Roche,480,343.71,Fluoxetine
D-7474,Diabetes,Roche,29,345.88,Insulin
D-7475,Antiviral,Merck,445,350.78,Remdesivir
D-7476,Antidepressant,Pfizer,179,462.28,Sertraline
D-7477,Antidepressant,AstraZeneca,418,211.85,Fluoxetine
D-7478,Antifungal,Moderna,27,239.58,Terbinafine
D-7479,Diabetes,GSK,497,274.19,Glipizide
D-7480,Antifungal,GSK,319,58.29,Ketoconazole
D-7481,Antibiotic,GSK,364,230.54,Levofloxacin
D-7482,Antiviral,GSK,383,127.49,Lopinavir
D-7483,Antibiotic,Roche,127,128.84,Levofloxacin
D-7484,Cardiovascular,Novartis,349,52.26,Amlodipine
D-7485,Painkiller,Moderna,440,422.5,Aspirin
D-7486,Antibiotic,Merck,287,423.7,Azithromycin
D-7487,Painkiller,Moderna,231,335.56,Codeine
D-7488,Diabetes,Roche,378,416.08,Canagliflozin
D-7489,Antidepressant,Merck,316,190.4,Mirtazapine
D-7490,Antiviral,Novartis,376,214.47,Remdesivir
D-7491,Diabetes,Roche,364,362.35,Insulin
D-7492,Cardiovascular,AstraZeneca,138,435.4,Losartan
D-7493,Antibiotic,AstraZeneca,269,87.56,Ceftriaxone
D-7494,Antiviral,Roche,159,215.57,Oseltamivir
D-7495,Cardiovascular,Roche,341,442.07,Metoprolol
D-7496,Antidepressant,Merck,76,91.03,Mirtazapine
D-7497,Antidepressant,Moderna,162,215.04,Escitalopram
D-7498,Antidepressant,Merck,461,259.28,Mirtazapine
D-7499,Antidepressant,Pfizer,320,265.23,Amitriptyline
D-7500,Antifungal,Novartis,182,258.03,Clotrimazole
D-7501,Antifungal,Novartis,443,392.85,Clotrimazole
D-7502,Diabetes,GSK,386,223.83,Glipizide
D-7503,Antidepressant,Novartis,322,84.09,Mirtazapine
D-7504,Antidepressant,Merck,272,296.63,Escitalopram
D-7505,Antibiotic,Pfizer,293,466.79,Levofloxacin
D-7506,Antiviral,Roche,332,214.83,Remdesivir
D-7507,Antibiotic,Pfizer,43,120.85,Ceftriaxone
D-7508,Antidepressant,Moderna,341,303.74,Mirtazapine
D-7509,Diabetes,Merck,53,218.59,Metformin
D-7510,Cardiovascular,Roche,155,14.99,Losartan
D-7511,Antifungal,AstraZeneca,187,422.82,Itraconazole
D-7512,Painkiller,Pfizer,241,461.86,Ibuprofen
D-7513,Antifungal,Pfizer,330,300.87,Fluconazole
D-7514,Antifungal,Novartis,289,475.16,Itraconazole
D-7515,Cardiovascular,Moderna,269,220.73,Amlodipine
D-7516,Cardiovascular,Pfizer,244,249.57,Losartan
D-7517,Antifungal,Roche,424,34.36,Itraconazole
D-7518,Painkiller,Roche,394,171.12,Paracetamol
D-7519,Diabetes,AstraZeneca,477,357.58,Canagliflozin
D-7520,Antidepressant,Pfizer,28,361.95,Fluoxetine
D-7521,Antidepressant,Moderna,365,411.65,Fluoxetine
D-7522,Antidepressant,Merck,345,272.23,Fluoxetine
D-7523,Cardiovascular,AstraZeneca,235,459.25,Amlodipine
D-7524,Antifungal,Merck,56,66.9,Fluconazole
D-7525,Antiviral,AstraZeneca,192,340.2,Acyclovir
D-7526,Diabetes,Novartis,482,363.17,Insulin
D-7527,Cardiovascular,GSK,101,223.15,Ramipril
D-7528,Antiviral,AstraZeneca,130,339.97,Acyclovir
D-7529,Antibiotic,Pfizer,468,54.48,Ceftriaxone
D-7530,Antiviral,Merck,288,90.76,Acyclovir
D-7531,Antifungal,Merck,215,381.49,Itraconazole
D-7532,Antidepressant,Moderna,239,143.8,Amitriptyline
D-7533,Antiviral,AstraZeneca,209,118.43,Oseltamivir
D-7534,Cardiovascular,Pfizer,254,388.82,Metoprolol
D-7535,Painkiller,Roche,110,460.28,Codeine
D-7536,Diabetes,Roche,286,267.64,Glipizide
D-7537,Painkiller,Moderna,403,24.05,Paracetamol
D-7538,Cardiovascular,Merck,346,253.53,Amlodipine
D-7539,Diabetes,Roche,105,425.85,Metformin
D-7540,Antidepressant,Roche,23,49.77,Escitalopram
D-7541,Antiviral,Roche,488,149.42,Zidovudine
D-7542,Cardiovascular,AstraZeneca,325,80.37,Amlodipine
D-7543,Antifungal,Novartis,241,76.9,Clotrimazole
D-7544,Antifungal,Roche,150,305.86,Fluconazole
D-7545,Antiviral,Pfizer,204,124.93,Oseltamivir
D-7546,Diabetes,Roche,409,152.4,Insulin
D-7547,Antibiotic,GSK,49,27.87,Levofloxacin
D-7548,Antibiotic,Pfizer,324,341.36,Ceftriaxone
D-7549,Painkiller,Roche,42,278.72,Ibuprofen
D-7550,Antidepressant,Novartis,378,393.79,Mirtazapine
D-7551,Painkiller,AstraZeneca,331,122.59,Paracetamol
D-7552,Antidepressant,GSK,349,126.93,Sertraline
D-7553,Antidepressant,Pfizer,246,70.59,Sertraline
D-7554,Cardiovascular,Pfizer,263,184.1,Amlodipine
D-7555,Antidepressant,AstraZeneca,322,188.69,Sertraline
D-7556,Cardiovascular,Novartis,282,192.41,Losartan
D-7557,Antidepressant,AstraZeneca,262,96.48,Fluoxetine
D-7558,Antifungal,Moderna,206,306.77,Terbinafine
D-7559,Cardiovascular,AstraZeneca,287,59.55,Ramipril
D-7560,Antiviral,Merck,86,168.96,Acyclovir
D-7561,Antidepressant,Pfizer,448,297.28,Sertraline
